jp,cn,kr,en
「ユエナくん、君も我々と一緒に星を見ようじゃないか。誰かとみる夜空は、素晴らしいものだよ」,“由依奈，要不要和我们一起看星星？和别人一起欣赏，夜空也会变得更加美丽。”,"「유에나 군. 너도 우리와 함께 별을 보지 않겠어? 다른 사람과 함께 보는 밤하늘은, 아주 근사하거든.」",
先輩が空を仰ぐ。,学姐仰望天空。,선배님이 하늘을 올려다본다.,
ユエナも一緒に空を見上げた。,由依奈也跟着抬起头。,유에나도 함께 하늘을 올려다보고 있다.,
ユエナは、先輩にユエナクンじゃなくて、ユエナ。って言わないのかい、と心でツッコみながら、,她似乎已经接纳了学姐。,나는 「유에나군이 아니야. 유에나.」라고 하지 않으려나 생각하면서,
「じゃ、ユエナも一緒に天体観測始めちゃいましょう」,“那由依奈也一起来吧？”,「그럼 유에나까지 같이 해서 천체 관측 시작하죠.」,
「む、それは私が言うつもりだったのだけれど……ふふ、まあいい。今日はそれもありだな」,“唔，你把我的台词抢走了……呵呵，算了，今天就不纠结这些了。”,"「음, 그건 내가 말하려고 했다만……. 후후, 좋아. 오늘은 그것도 괜찮겠어.」",
「さ、ユエナくん、こっちにきたまえ」,“来吧，由依奈。”,"「자, 유에나 군. 이쪽으로 오도록.」",
「うん、詩乃」,“嗯，诗乃。”,"「응, 우타노.」",
先輩は屋上の中央へ向かって歩いていく。,学姐走向天台中央。,선배님은 옥상 중앙을 향해 걸어갔다.,
それにユエナもぴょんぴょんとついていった。,由依奈也蹦蹦跳跳跟了上去。,그러자 유에나가 폴짝폴짝 따라나선다.,
「君もはやくきたまえ」,“你也快过来啊。”,「너도 어서 오도록.」,
「はーい」,“好～”,「네ー」,
ぼくも先輩のもとにいって、望遠鏡をおろす。,我走到学姐身边，放下了望远镜。,나도 선배님 쪽으로 가 망원경을 내려놓았다.,
「ありがとう、少年」,“多谢了，少年。”,"「고마워, 소년.」",
「いえ、お安い御用です」,“没关系，小事情。”,"「아뇨, 이 정도쯤이야.」",
本当は結構重くて肩が痛いけど、そんなことは言えない。,其实望远镜压得我肩膀疼，但我实在不好意思说出来。,사실은 꽤 무거워서 어깨가 아팠지만 그 말은 하지 않는다.,
先輩は望遠鏡を何やら準備しはじめ、ぼくとユエナは腰をおろした。,然后学姐便开始做准备工作，我和由依奈则坐了下来。,선배님은 이것저것 준비하기 시작했고 나와 유에나는 자리에 앉았다.,
「ともき」,“智纪。”,「토모키.」,
「なに？」,“怎么了？”,「왜?」,
「空が、綺麗」,“天空好美啊。”,"「하늘이, 예뻐.」",
「うん……そうだね。ここは田舎だから、都会よりは綺麗に見えると思うよ」,“嗯……是啊，这里是乡下，夜空比城市里更清晰。”,「응…… 그러게. 여긴 시골이니까 도시보다는 예쁘게 보일 거야.」,
昔こうやって、腰をおろしてよく夜空を眺めていたっけ。,以前我也经常坐在地上仰望夜空。,"옛날에는 이렇게, 바닥에 앉아 자주 하늘을 보곤 했지.",
ふとあの頃が懐かしくなる。,突然开始怀念那段时光了。,문득 그때가 그리워진다.,
「ともき？」,“智纪？”,「토모키?」,
「ん？　なんでもないよ、お菓子でも食べながら天体観測をしよう」,“嗯？我没事，咱们一边吃零食一边看星星吧。”,「응? 아무것도 아냐. 과자라도 먹으면서 관측하자.」,
ぼくは鞄からお菓子を取り出す。,我从包里取出零食。,나는 가방에서 과자를 꺼냈다.,
言の葉サークル最重要議題、おやつは何円まで、は300円までと決まった。,茶言阅社最重要的议题——零食的花费上限，最后定在了300日元。,말소리 서클 중차대 의제―― 과자를 얼마까지 할 것인가는 300엔으로 정해졌다.,
ほとんど先輩の一存で、ぼくは少ないのではないかと抗議したが先輩は「これでいい」と断固拒否した。,这几乎就是学姐的个人意见，我虽然表示300日元太少了，但学姐坚决驳回了我的抗议。,"사실 선배님의 독단적인 판단으로, 나는 적은 것 아니냐고 항의했지만 선배님은 「이거면 됐다.」며 단호하게 거부했다.",
「じゃん、麩菓子」,“锵锵，麦麸点心。”,"「짜잔, 곡물 과자.」",
ぼくが取り出したの黒糖味の麩菓子。10本入り、だいたい200円くらい。,我拿出黑糖味的麦麸点心，每包十根，价格200日元。,내가 꺼낸 것은 흑설탕 맛 곡물 과자. 10개들이에 대략 200엔 정도.,
「君、麩菓子って……」,“你怎么带麦麸点心……”,"「너, 곡물 과자라니…….」",
先輩が振り返って、呆れたように笑っている。,学姐回过头来，无奈地笑了笑。,선배가 돌아보며 어이없다는 듯 웃는다.,
「美味しいじゃないですか」,“很好吃的啊。”,「맛있잖아요.」,
「ったく、君は好きだな、それ」,“你还真是喜欢这个啊。”,「정말이지. 넌 그걸 참 좋아하는구나.」,
「せっかくですから。好きなお菓子を持ってきました」,“这么难得的机会，当然要带自己喜欢的零食。”,「오늘 같은 날엔 좋아하는 과자를 가져와야죠.」,
「美味しい？」,“好吃吗？”,「맛있어?」,
「もちろん。ぼくが一番好きな駄菓子だよ」,“当然了，这是我最爱吃的粗点心。”,「당연하지. 내가 제일 좋아하는 막과자야.」,
「ともきがいうなら、わたしも食べたい」,“这么说的话，那我也想尝尝。”,"「토모키가 그렇다면, 나도 먹고 싶어.」",
「それも、もちろん」,“没问题。”,"「그럼, 얼마든지.」",
ぼくは袋を開ける。,我打开袋子。,나는 봉지를 열었다.,
「はい、ユエナ」,“给你，由依奈。”,"「자, 유에나.」",
「うん」,“嗯。”,「응.」,
ユエナが麩菓子を一本つかむ。,由依奈拿起一根麦麸点心。,유에나가 곡물 과자를 하나 집는다.,
「先輩も食べますよね？」,“学姐也要吃吧？”,「선배님도 드실 거죠?」,
「無論、いただくとしよう」,“嗯，我就不客气了。”,"「물론, 고맙게 받도록 하지.」",
と言いながらも先輩は望遠鏡から離れる気配はない。,学姐嘴上这么说，却没有要走过来的意思。,그러면서도 선배님은 망원경에서 떨어질 기색이 없다.,
熱心に望遠鏡のどこかをいじりながらゆらゆら身体を揺らしている。,她兴致勃勃地摆弄着望远镜，身体晃来晃去。,열심히 망원경을 만지작거리며 살랑살랑 몸을 흔들고 있다.,
「少年、私は今手が離せないのだよ」,“少年，我现在腾不出手。”,「소년. 나는 지금 손을 뗄 수가 없단 말이지.」,
「そっち持っていきますよ」,“那我拿过去给你。”,「그리로 가져갈게요.」,
ぼくは袋ごと持って先輩のもとへいく。,我把整袋都拿了过去。,나는 봉지째 들고 선배님께 다가갔다.,
「先輩、どうぞ」,“学姐，吃吧。”,"「선배님, 여기요.」",
「……」,“……”,「…….」,
先輩は小さく口を開けて、ついついっと指で口をさした。,学姐轻轻张开嘴，指了指自己的嘴巴。,선배님이 입을 작게 벌린 채 손가락으로 콕콕 입을 가리킨다.,
「えぇ……」,“哎……”,「에이…….」,
「ふふっ、いいじゃないか」,“嘿嘿，有什么关系嘛。”,"「후후, 닳는 것도 아니잖나.」",
ニヤニヤしながら先輩が待っている。,学姐笑嘻嘻地等我喂她。,선배님이 히죽히죽 웃으며 기다리고 있다.,
観念して麩菓子をとりだして、,我只好无奈地从袋子里拿出麦麸点心。,체념한 나는 과자를 꺼내서,
「はい、ねじ込みますよ」,“那我要塞进去了。”,"「네, 들어갑니다.」",
そういって先輩の口に麩菓子をねじ込んだ。,于是我将麦麸点心塞进了学姐嘴里。,선배님의 입에 과자를 억지로 밀어 넣었다.,
「――っ、ふがっ」,“——呜啊。”,"「――윽, 으읍.」",
先輩がもごもご言っている。麩菓子の表面の黒砂糖がパラパラと下にこぼれた。,学姐嘴里嘟嘟囔囔，麦麸点心表面的黑砂糖不断掉落。,선배님이 막힌 입으로 우물거린다. 곡물 과자 표면의 흑설탕이 아래로 부스스 떨어진다.,
「……」,“……”,「…….」,
麩菓子を咥えたままじっと睨まれる。,学姐嘴里含着点心瞪向我。,과자를 문 채 뚫어져라 째려본다.,
その顔は普段の凛々しい顔とはかけ離れ、いかにもアホ面のように思えて、けどそれを口に出したら殺されるだろうからぼくは足早にその場から離れる。,滑稽的模样与她平日里潇洒的气质大相径庭。如果现在调侃她，后果肯定不堪设想，于是我决定赶紧开溜。,그 얼굴은 평소의 멋진 얼굴과는 거리가 멀다 못해 얼빠진 바보처럼 느껴졌다. 하지만 그 말을 입에 담았다가는 살해당할 테니 나는 서둘러 자리를 벗어났다.,
ユエナのもとに戻ると、ユエナは麩菓子を両手で抱えてまだ一口も食べずにいた。,我回到由依奈身边，她正双手捧着麦麸点心，一口都还没有吃。,유에나의 곁으로 돌아온다. 유에나는 과자를 두 손으로 품은 채 아직 한입도 먹지 않은 상태였다.,
「あれどうしたの、ユエナ？　気にせずどんどん食べていいよ」,“怎么了，由依奈？不用客气，尽管吃吧。”,"「왜 그래, 유에나? 편하게 팍팍 먹어.」",
「……わかった」,“……好。”,「……알겠어.」,
ユエナは指先でつまむように持ちながら、麩菓子を食べた。,由依奈用指尖拈起麦麸点心吃了一口。,유에나는 과자를 손가락 끝으로 집어 들어 먹었다.,
黒砂糖がパラパラと落ちて、麩菓子がぱさぱさと口周りにはりつくのに困惑するユエナをみて嬉しい気持ちになる。,黑砂糖不断掉落，点心渣沾满了她的嘴边。看着她困扰的模样，我心中有些高兴。,흑설탕이 사르르 떨어지고 입가에 곡물이 파삭파삭 달라붙는다. 이에 곤혹스러워하는 유에나를 보니 기분이 좋아졌다.,
「食べづらいよね、これ」,“吃起来很费劲吧？”,"「먹기 어렵지, 이거.」",
ぼくも麩菓子を頬張る。,我也大口吃了起来。,나도 곡물 과자를 입 안에 밀어 넣는다.,
「でも、誰かと天体観測するときはいつも麩菓子を持っていくんだ。初めて天体観測に行った時に、持っていったことがきっかけなんだけど」,“但是和别人一起看星星的时候，我都会带上麦麸点心。因为第一次看星星的时候就带了这个。”,「다른 사람이랑 천체 관측을 할 때면 항상 이 과자를 가지고 다녀. 처음으로 천체 관측 갔을 때 가져갔던 게 계기였어.」,
サクッとした食感。うん、美味しい。,松脆的口感真是太棒了。,"바삭바삭한 식감. 음, 맛있다.",
「ひょうねん」,“骚年。”,「쇼뇬.」,
変な声で先輩から呼ばれる。,学姐用奇怪的发音叫住了我。,선배님이 뭉개진 발음으로 나를 부른다.,
「なんですかー？」,“怎么了？”,「왜 그러시죠ー?」,
「わらひのかはんからもはひてくれたまへ」,“把窝暴力的东西也拿粗来。”,「에 가항에 히응 걱고 끄애도록.」,
私の鞄からもだしてくれたまえ、かな。,意思应该是“把我包里的东西也拿出来”吧？,"내 가방에 있는 것도 꺼내도록, 인가.",
一応そう聞き取れる。,听起来是这样。,일단 그렇게 알아들었다.,
先輩は何をやっているのか望遠鏡をまだ触っているので、先輩の鞄まで移動し、,学姐还在摆弄望远镜，于是我就走到她的包旁边。,선배님은 뭘 하는 것인지 아직도 망원경을 손보고 있었다. 나는 선배님의 가방으로 다가가,
「開けますよー」,“我要打开咯～”,「가방 열게요ー」,
と断りをいれる。,我向学姐招呼了一声。,하고 양해를 구했다.,
先輩は指で輪っかをつくって、OKサインをだす。,学姐比划了一个OK的手势。,선배님이 손가락으로 고리를 만들어 OK 사인을 내린다.,
そしてぼくは少しばかり緊張しながら先輩の鞄を開けた。,于是我打开了学姐的包，感觉有些紧张。,그리고 나는 적잖은 긴장감을 품고 선배님의 가방을 열었다.,
「こ、これって……」,“这、这是……”,"「이, 이건…….」",
思わず声を漏らす。,我不禁叫出了声。,나도 모르게 목소리가 새어 나온다.,
鞄をあけると一番にみえてしまったそれは、ぼくに衝撃を与えるのには十分だった。,打开包以后，第一眼看到的东西给我带来了极大的冲击。,가방을 열자마자 보이는 그것은 나에게 충격을 주기에 충분했다.,
「先輩……これ……」,“学姐……这是……”,「선배님…… 이거…….」,
じっと鞄の中を見つめる。,我目不转睛地看着包里。,멍하니 가방 속을 바라본다.,
ユエナがゆっくり近づいてきて、僕と一緒に鞄の中を覗き込むんだ。,由依奈凑近过来，跟我一起看向包里的东西。,"유에나가 천천히 다가와, 나와 함께 가방 속을 들여다보았다.",
「あっ」,“啊。”,「앗.」,
ユエナが心なしか嬉しそうに声をあげる。,由依奈的声音中带着几分喜悦。,기분 탓인지 유에나의 목소리에 반가움과 기쁨이 묻어나는 듯했다.,
そう、そこにあったのは――,是的，里面装的就是——,그렇다. 가방 안에서 나타난 것은――,
「カップ麺……」,“泡面……”,「컵라면…….」,
しかも四つ。選べるようにか全種類別の味だ。,而且一共有四桶，每桶的口味都不一样，似乎是准备让我们自由选择。,그것도 네 개나. 선택할 수 있게끔 전부 다른 맛이다.,
そのカップ麺を鞄からだすと、その下にはなぜかまんじゅうが入っている。,我把泡面从包里拿出来，不知为何下面还放着馒头。,"컵라면을 밖으로 꺼내자, 그 아래에는 웬 것인지 만쥬가 들어 있다.",
「あったか、少年。ユエナくん」,“找到了吗，少年，由依奈。”,"「찾았나, 소년. 유에나 군.」",
上から声がきこえて、見上げると腕を胸の前で組んだ先輩が立っている。,听到学姐的声音我抬头一看，她正抱臂站在我们身边。,머리 위에서 목소리가 들려온다. 올려다보니 선배가 팔짱을 끼고 서 있다.,
どうやら手をつかわず麩菓子を器用に食べたらしい。,看来她没用手抓就把麦麸点心吃完了。,아무래도 과자는 손을 쓰지 않고 요령껏 먹은 듯하다.,
「なんでカップ麺とまんじゅうなんですか。そもそも先輩、どう考えても300円以内に収まってませんよ！？」,“为什么带了泡面和馒头啊，而且这明显超出300日元了吧？！”,"「왜 컵라면에 만쥬인가요. 게다가 선배님, 이거 아무리 봐도 300엔 넘어갔는데요!?」",
まさかカップ麺はおやつに入らない、とでもいうつもりなのだろうか。いや、このまんじゅうでも余裕で300円は超えているけど。,她该不会要说泡面不算零食吧？不对，光是馒头就肯定超出预算了。,"설마 컵라면은 간식에 들어가지 않는다고 하진 않겠지. 아니, 이 만쥬만 해도 300엔은 여유롭게 넘을 텐데.",
「なに、おやつが300円以内となれば、バレずにそれ以上もってくるのが醍醐味に決まっているだろう」,“零食要控制在300日元内，那么偷偷多带一些当然也是乐趣所在。”,"「모르는 소리. 300엔 상한이 정해진 이상, 당연히 몰래 더 가져오는 게 묘미 아니겠나.」",
「決まっているだろうって、そんな真面目な顔で言われましても」,“你别一本正经说这种歪理吧。”,「진지한 얼굴로 하실 말은 아닌 것 같은데요.」,
「こういうのは大抵バレずに少し多く持ってくるものだよ。ユエナくんも覚えておくといい」,“大家一般都会偷偷多带一些，由依奈也把这件事记下来吧。”,「이럴 때는 대체로 들키지 않게 넉넉히 가져오는 법이야. 유에나 군도 잘 기억해 둬.」,
「うん、わかった」,“嗯，知道了。”,"「응, 알겠어.」",
「そんなこと分からなくていいよ……。あとバレてるから」,“不用记这种事情……而且会被发现的。”,「그런 건 굳이 배울 필요가……. 그리고 들켰거든요.」,
先輩は、はっはっはと笑う。,学姐哈哈大笑。,선배님이 하하하 웃는다.,
ユエナはぽかんとしながらも、先輩につられて笑っていた。,由依奈愣了一下，也跟着笑起来。,유에나는 어리둥절해하면서도 선배님을 따라 웃었다.,
それからぼくらはカップ麺の種類でしょうもない取り合いをし、お湯がないので誰が部室までいってお湯をとってくるかじゃんけんをした。,我们为泡面口味而争夺了一番，然后用猜拳决定谁去活动室取热水。,"그 뒤 우리는 컵라면 종류로 사소한 분쟁을 했고, 누가 부실까지 가서 뜨거운 물을 가져올지 가위바위보를 했다.",
本当は堂々と後だしをしたユエナの負けだが結局ぼくがいくことになった。,由依奈毫不避讳地慢了一拍才出手，本来应该直接判负，但最后还是由我去取热水。,사실은 당당히 늦게 낸 유에나의 패배지만 결국 내가 가기로 했다.,
そして今は――,而现在——,그렇게 지금――,
ズゾゾゾゾゾ〜〜,嘬嘬～～,후루룩후루룩~~,
夜空の下、カップ麺を食べている。,我们正在夜空下吃着泡面。,밤하늘 아래에서 컵라면을 먹고 있다.,
「ほぅ」,“呼～”,「호오.」,
「ふぅ」,“呼～”,「후우.」,
「ふぃ」,“呼～”,「휴.」,
と揃って息をはいた。,我们同时舒了口气。,나란히 숨을 내쉰다.,
ちなみにユエナはまた割り箸をわるのに失敗している。,顺带一提，由依奈掰筷子的时候又失败了。,참고로 유에나는 이번에도 나무젓가락 쪼개기에 실패했다.,
「ユエナくん、デザートにはまんじゅうもあるから楽しみにしておいてくれたまえ」,“由依奈，待会儿还有馒头当甜点呢，你就尽管期待吧。”,「유에나 군. 후식으로 만쥬도 있으니 기대하도록.」,
「うんっ。まんじゅう、楽しみっ」,“嗯，好想吃馒头。”,"・「응! 만쥬, 기대돼.」",
そんな割り箸のことが気になるのはぼくくらいで、二人は会ったばかりというのに、そんな仲の良いやり取りをみせている。,只有我在乎方便筷的问题。她们俩明明是初次见面，现在却已经融洽相处。,"나무젓가락이 불편한 건 나뿐인지, 두 사람은 막 만난 사이인데도 사이좋게 대화를 나누고 있다.",
二人が仲の良いことにこしたことはなく、ぼくは一安心した。,她们能打成一片就再好不过了，我也放下了心。,두 사람이 사이좋게 지낸다면 더할 나위 없다. 나는 일단 안심했다.,
「夜の学校、屋上、夜空の下でカップラーメン。なんだか、人生でこれほど幸せな瞬間はないかもしれないですね」,“夜晚的学校，天台，夜空下的泡面。人生之中或许没有比这更幸福的时刻了”,"「밤의 학교, 옥상, 밤하늘 아래에서 컵라면. 인생에서 이만큼 행복한 순간은 없을지도 모르겠네요.」",
はじめて実感する非日常をあじわう。,我品味着这份前所未有的新鲜感。,처음으로 실감하는 비일상을 맛본다.,
「ふふ、そうだな、わたしも今非常に楽しいよ。ユエナくんはどうだ？」,“呵呵，是啊，我也很开心。由依奈呢？”,"「후후, 그렇군. 나도 지금 굉장히 즐거워. 유에나 군은 어떻지?」",
「わたしも、楽しい」,“我也是。”,"「나도, 즐거워.」",
「光栄だ」,“那就好。”,「영광이군.」,
先輩は意外にもスープまで全て飲み干して「ほぅ」と息を吐く。,没想到学姐连汤都喝个精光，最后长出了一口气。,선배님은 의외로 국물까지 다 먹어치우고 「후우.」하고 숨을 뱉었다.,
ユエナもそれをみて、全て飲み干している。,由依奈也有样学样，一饮而尽。,그 모습을 본 유에나도 국물을 전부 마셨다.,
「へぇ」,“哇。”,「오오.」,
なんて妙なことに感心しながら当然ぼくも全て飲み干した。,我莫名对她们感到佩服，也跟着把汤喝光。,이에 묘한 감동을 느끼면서 나도 컵라면을 싹 먹어치웠다.,
「お茶をいれようか」,“泡杯茶吧。”,「차를 마실까.」,
「ぼくやりますよ」,“我来泡。”,「제가 할게요.」,
「遠慮するな、座っていたまえ」,“不用客气，你就坐着吧。”,「사양 말고 앉아 있도록.」,
先輩が三人分のお茶をいれてくれる。,学姐泡好了三杯茶。,선배님이 금방 세 사람의 차를 타 주신다.,
「ありがとうございます」,“谢谢学姐。”,「감사합니다.」,
「ありがと、詩乃」,“谢谢你，诗乃。”,"「고마워, 우타노.」",
「ふふ、どうも。天体観測の時はなぜか温かいお茶が落ち着く」,“呵呵，不用谢。璀璨的星空配上一杯热茶，有种心神宁静的感觉啊。”,"「후후, 천만의 말씀. 어째서인지 천체 관측을 할 때는 따뜻한 차가 좋더군.」",
お茶をすする。,我小口喝着茶。,차를 마신다.,
もう目の前が夏とはいえ、夜もふかまれば気温がぐっと落ちて肌寒くなるから温かいものはありがたい。,虽然是夏天，但夜深之后气温也会骤然下降，喝杯热茶非常舒坦。,여름이 코앞까지 다가왔다 하지만 깊은 밤에는 기온이 뚝 떨어져 쌀쌀하다. 차의 온기가 고마울 따름이다.,
立ち昇る湯気の先、空を見上げた。,热气缓缓升起，我抬头仰望天空。,"피어오르는 김을 따라가다가, 하늘을 올려다본다.",
今日はよく星がみえた。無数の星が散りばめられている。,今晚能够清晰地看到满天星辰。,오늘은 유독 별이 선명하다. 하늘에 무수한 별들이 새겨져 있다.,
じっと見ていると吸い込まれそうになって、瞬きをするとそれが元にもどる。,注视着星星会感觉自己仿佛要被吸入其中，眨一眨眼就又会恢复正常。,가만 보고 있으면 빨려 들어갈 것만 같다. 그 감각은 눈을 깜빡이는 순간 원래대로 돌아온다.,
ここから何光年ものずっと先で輝く星は、いやでもこの宇宙の広さを実感させられる。,闪耀无数光年之外的遥远星辰，令我深深感受到宇宙的宽广。,"이곳에서 몇 광년, 그보다 훨씬 더 먼 곳에서 빛나는 별. 우주의 넓이를 실감케 한다.",
「きれい……」,“好美啊……”,「예뻐…….」,
ユエナの声が夜の闇に溶けていく。,由依奈的声音融入夜晚的黑暗之中。,유에나의 목소리가 밤 깊은 어둠에 녹아든다.,
誰かにいったわけでもない、心から溢れてきた言葉だった。,这不是在对我们说话，而是自然的真情流露。,누군가에게 건넨 잡담이 아니라 진심에서 우러나온 말이었다.,
「ああ、本当に綺麗だ」,“嗯，真的很美。”,"「그래, 정말로 아름다워.」",
先輩もそれに同調する。,学姐也表示赞同。,선배님도 동의했다.,
ちなみにユエナはぼくの右隣、先輩は左隣に座っていて、二人とも体育座りをしている。,顺带一提，她们正一左一右抱膝坐在我的两侧。,"유에나는 내 오른편에서, 선배님은 내 왼편에서 무릎을 가지런히 끌어안은 채 앉아 있다.",
「すごいよね、星の光は本当は何年も前のものなのに、今ようやく地球に到達してる」,“真感慨啊，这些光芒其实都是许多年前的星光，现在才终于到达地球。”,"「대단하지. 사실은 수년 전에 빛나던 별빛들이, 이제야 겨우 지구에 다다른 거야.」",
「光でさえ何年もかかる距離なんてちょっとぼくらでは想像がつかないよ」,“连光都要跑上许多年的距离，我们真是有点无法想象。”,「빛조차도 몇 년씩 걸리는 거리라니. 우리로서는 참 상상하기 힘든 일이지.」,
「何年も前？」,“许多年前？”,・「수년 전?」,
「うん、それも光の速さでね。だから今見えている星の光も、今まさにこの瞬間に光っているわけじゃないんだ」,“嗯，以光速都要这么长时间。所以我们现在看到的星光，也不是星星现在释放出来的。”,"「응. 그것도 빛의 속도로 말했을 때야. 그러니까 지금 보고 있는 별빛도, 바로 이 순간에 빛난 게 아니야.」",
「だからもしかしたら、もうなくなっているかもしれない可能性もあるんだよ」,“那些星星，说不定早就消失了。”,「그러니까 어쩌면 이미 사라졌을 가능성도 있어.」,
「ふむ、それについては有名なものが一つあるな」,“嗯，有一颗星星的消失就相当出名。”,"「흠, 그에 관해 유명한 이야기가 하나 있지.」",
「オリオン座、ベテルギウスですね」,“是说猎户座的参宿四吧。”,「오리온자리 베텔게우스 말이죠.」,
「ベテルギウス？」,“参宿四？”,・「베텔게우스?」,
「星の名前だよ。知らない？　シリウス、プロキオン、ベテルギウスで冬の大三角形」,“这是星星的名字，你没听过吗？天狼星、南河三、参宿四组成了冬季大三角。”,"「별 이름이야. 못 들어봤어? 시리우스, 프로키온, 베텔게우스로 겨울의 대삼각형.」",
「知らない」,“没听过。”,・「몰라.」,
ユエナが首を振る。,由依奈摇摇头。,유에나가 고개를 젓는다.,
「なに、これからたっぷり教えてくれるさ。少年は星博士だからな。ふふっ」,“没关系，接下来会告诉你的，少年可是天文博士呢。呵呵。”,「그렇담 지금부터 충분히 가르쳐줄 거야. 소년은 별 박사니까. 후훗.」,
「全然そんなんじゃないよ」,“哪有那么夸张。”,「그런 거 아니에요.」,
「それにしてもなんか久しぶりに言われた気がします。まあいいです、といってもちょっとしか知らないですし、それにきっと先輩の方が詳しいと思いますけど」,“感觉好久没有人让我讲故事了。那好吧，不过我也只是稍微有点了解，肯定还是学姐更懂一些。”,"「그나저나 오랜만에 듣는 것 같네요. 뭐, 그래요. 어차피 그렇게 많이 알지도 못하고 아마 선배님이 저보다 훨씬 잘 알 거라 생각하지만.」",
「なに、そんなことはない。わたしは君が話してくれるのが好きなんだ」,“你太谦虚了，我也喜欢听你讲故事。”,「당치도 않다. 난 네가 이야기해 주는 게 좋아.」,
「話したことありましたっけ？」,“我以前有讲过吗？”,「얘기한 적이 있었던가요?」,
たまに話していた気はするけど思い出せない。,感觉好像偶尔讲过，但是回想不起来。,가끔 얘기했던 느낌은 들지만 떠오르지 않는다.,
「なに、続けたまえ」,“别纠结了，继续吧。”,"「뭐, 계속하도록.」",
「ともき、つづけたまえ」,“智纪，继续说吧。”,"・「토모키, 계속하도록.」",
「ユエナまで……」,“由依奈也这样……”,"「유에나, 너까지…….」",
ぼくはごほんと咳ばらいをして話し始める。,我清了清嗓子，开始继续科普。,나는 헛기침으로 목을 가다듬고 이야기를 시작했다.,
「さっき今見える星の光は何年も前って言ったよね。それで今見えてるけど、本当はなくなってるかもしれないって」,“我刚才说过，我们现在看见的都是许多年前的星光。虽然现在还看得到那些星星，但它们有可能已经消逝了。”,「지금 보이는 별빛은 수년 전에 온 거라고 말했지? 그래서 지금 보이고 있긴 하지만 이미 사라졌을 수도 있다고.」,
「うん、言ってた」,“嗯，是这么说过。”,"「응, 말했어.」",
「それで本当になくなっちゃったのがオリオン座のベテルギウスっていう星。正確にはいつなくなったかは分かってないんだけど、割と最近なくなったらしいよ」,“猎户座的参宿四就真正消失了。我们不知道它准确是什么时候消失的，但似乎就是近一段时间。”,"「그리고 정말로 사라진 별이 오리온자리의 베텔게우스라는 별이야. 정확히 언제 없어졌는지 모르지만, 비교적 최근에 사라졌다고 해.」",
「超新星爆発だな」,“是超新星爆发吧。”,「초신성 폭발이라고 하지.」,
「ちょーしんせい？」,“超新星？”,「초신성?」,
「うん、星の最期。重い星は最期爆発を起こすんだ。太陽の8倍以上だったかな、たしか」,“嗯，那是星球的末期阶段。质量巨大的星球最后就会发生爆炸。我记得参宿四是太阳的八倍以上吧。”,「응. 별의 최후야. 질량이 큰 별은 마지막에 폭발을 일으켜. 태양의 8배 이상이라고 했던가.」,
「ああ、8倍だ」,“是啊，八倍。”,"「그래, 8배다.」",
先輩が言うなら本当だろう。,既然学姐都这么说了，那就应该没错。,선배님이 그렇다면 사실일 것이다.,
「見たかったなあ」,“真想见识一下啊。”,「한번 봤으면 좋았을 텐데.」,
「超新星爆発？」,“想看超新星爆发？”,・「초신성 폭발?」,
「うん、だって滅多に見られない天文現象だから。それこそ遠花火よりも」,“嗯，那是很稀有的天文现象，比空焰火还要稀有。”,「응. 좀처럼 보기 힘든 천문 현상이니까. 별꽃보다 더.」,
「そうだろうな。ま、わたしたちが生きている間に超新星爆発は見えないだろう。残念だ」,“是啊。不过我们有生之年应该是无缘见识超新星爆发了，真遗憾。”,「그렇지. 우리가 사는 동안에 초신성 폭발은 볼 수 없을 거야. 아쉬운 일이다.」,
先輩が小さく肩をすくめるのに同意するように、ユエナがこくんと頷く。,“这样啊……真可惜。”,「그래……. 아쉽네.」,
「超新星爆発じゃなくても、例えば彗星とか、金星の日面通過とか、そういう天文現象って人間の寿命の中だと一度見えればラッキーだね」,“不光是超新星爆发，彗星和金星凌日之类的天文现象一辈子能看一次就算走运了。”,"「초신성 폭발이 아니어도, 예를 들면 혜성이나 금성 일면통과, 그런 천문 현상을 인간의 수명 내에서 한 번이라도 본다면 행운인 거야.」",
「彗星なんかほんとみてみたいよ」,“真想看看彗星啊。”,「혜성 같은 건 꼭 보고 싶다.」,
「彗星？」,“彗星？”,・「혜성?」,
「うん、日本ではほうき星とか言われてる。太陽の周りを回ってるけど公転周期が200年以上とだったりして長いんだ」,“嗯，在日本也叫扫帚星。它们会围绕太阳公转，但周期很长，要200年以上。”,「응. 꼬리별이라고도 불러. 태양 주위를 돌고 있는데 공전 주기가 200년이 넘는 것도 있다고 해.」,
「彗星はオールトの雲とかエッジワース・カイパーベルト天体とかから来てる氷とかガスとかでできてる……ってなんかごめん。わかる？」,“彗星的主要成分是来自奥尔特云、柯伊伯带天体的冰和气体……抱歉，这样说你听得懂吗？”,"「혜성은 오르트 구름과 에지워스 카이퍼 벨트에서 오는 얼음이나 가스로 이루어진…… 아, 미안. 알아듣겠어?」",
いきなりエッジワース・カイパーベルト天体とか言っても混乱するに決まってる。,一上来就讲这么多专业名词，她肯定会很困惑吧。,갑자기 에지워스 카이퍼 벨트 같은 소릴 하면 혼란스러울 것이다.,
「……？」,“……？”,・「……?」,
