jp,cn,kr,en
だが、唐突それは破られた。,但是，这气氛猛然间被打破。,그러나 그 정적은 예상치 못한 것에 의해 돌연히 깨지고 말았다.,
彼女によって。,因为她——,바로 그녀에 의해서.,
「ねえ、ちょっとやめてよおおお！」,“喂，等下，不要啊啊啊！”,"「잠깐, 하지 마아아아아!」",
女性の絶叫が突如響き渡る。,突然大叫起来。,갑자기 여성이 절규한 것이었다.,
「んぇ！？」,“嗯？！”,「으에!?」,
ユエナが真っ先に驚く。,由依奈先被吓了一跳。,유에나가 가장 먼저 놀랐다.,
「へ？」,“哎？”,「어?」,
「……ん？」,“……嗯？”,「……응?」,
ぼくと先輩も同時に驚く。,我和学姐也同时吓了一跳。,나와 선배님도 뒤늦게 반응했다.,
ユエナと目を合わせ、お互い首を傾げて、女性を見守った。,我和由依奈对视了一下，都一脸不解地看着那位女性。,유에나와 눈을 마주치고 모르겠다는 듯 고개를 갸웃한 뒤 여성을 지켜보았다.,
「やっ！　やめてやめて！」,“别！不要啊不要啊！”,"「싫어! 그만, 그만해!」",
淑やかな声から一変。女性はなんとも可愛らしい？　声をあげながら、通信相手に向かってやめてと叫んでいる。,本来很沉稳声音一下子变得可爱（？）起来，朝通信的对方叫了起来。,정숙한 목소리가 180도 변했다. 여성은 굉장히 귀여운? 목소리로 통신 상대에게 그만하라고 외쳤다.,
まるでなんだかからかわれているような、いじられているような。,听起来好像是在被人嘲笑还是欺负似的。,"마치 놀림을 당하는 것 같은, 괴롭힘을 당하고 있는 것 같은.",
一体これはなんなんだろう。,到底是什么情况？,이게 대체 무슨 상황일까.,
「あ、あの〜」,“啊，请问～”,"「저, 저기요~」",
「もうやめてよぉ……」,“不要再说了……”,「제발 그만해애…….」,
「え」,“哎？”,「엥.」,
強きで、圧のあった態度から様変わりして女性は今すぐにでも泣きだしそうだった。,刚刚还是充满威压的态度，突然变得像是随时要哭出来一样。,강인한 압박감을 내뿜던 여성이 당장이라도 울 것처럼 울먹거린다.,
「え、と……」,“那个……”,"「어, 저…….」",
「少年、ほっといてやろう」,“少年，别理她了。”,「소년. 내버려 두자.」,
先輩が女性の横を通って、ぼくらのもとまでやってくる。,学姐从女性身旁走过，走到我们身边。,선배님이 여성의 옆을 지나 우리 쪽으로 다가온다.,
「なんなんですか、これは」,“那是什么情况啊？”,"「대체 뭔가요, 저건.」",
「ともき」,“智纪。”,「토모키.」,
「ん？」,“嗯？”,「응?」,
「なに、あれ？」,“那是怎么了？”,"「뭐야, 저거?」",
「な、なんだろうね。ぼくも知りたい」,“是、是怎么了呢？我也想知道。”,"「그, 글쎄. 나도 궁금하네.」",
うまく説明はできないけど、大人の恥ずかしい姿。とでも言えばいいんだろうか。,不知道该怎么说明。是不是应该说是“大人害羞的样子”啊？,설명하기 어렵지만 어른들의 치부라고 하면 될까.,
「大人の恥ずかしい姿、だな」,“应该是，大人害羞的样子吧？”,「어른들의 치부야.」,
「あ、やっぱそうなんですね。ということだそうだよ、ユエナ」,“啊，果然是这样吗？就是这样，由依奈。”,"「아. 역시 그런 거군요. 그런 거래, 유에나.」",
「うん、覚えた」,“嗯，我记住了。”,"「응, 기억했어.」",
ユエナは、泣き出しそうな正体の分からない女性を見ながら、うんうんと頷いている。,由依奈看着身份不明快要哭出来的女性，点了点头。,유에나는 울먹거리는 정체 모를 여성을 바라보며 끄덕끄덕 고개를 흔들었다.,
なんだかユエナに地球の悪いところを見せているようで、教育に悪いなあとなんだか親に目線になる。,感觉让由依奈看到地球糟糕的一面了，是不是对教育不太好啊？——我不禁产生了这老父亲般的想法。,어쩐지 지구의 나쁜 면만 보여주는 것 같다. 교육에 나쁜 영향이 생기지 않을까 부모의 마음을 갖게 된다.,
「ねえ、おしまい！　この話はおしまいだから！」,“行了，到此为止！这个话题到此为止了！”,"「됐어, 이제 끝! 이 이야기는 이제 끝이야!」",
女性は耳から手を離して、,女性把手从耳朵上放下，,여성이 귀에서 손을 뗀다.,
「ふぅ〜」,“呼～”,「휴우~」,
と大きく深呼吸をする。,长舒了一口气。,하고 크게 심호흡을 한다.,
そしてゆっくりぼくらのほうへ振り向いて、,然后慢慢转向我们。,그리고 천천히 우리를 바라보며,
「なんだったかしら？」,“有什么事吗？”,「뭐였더라?」,
「それはこっちですよ！」,“那是我们要问的！”,「그건 우리가 할 말이거든요!」,
ついつっこんでしまった。得体のしれない相手に。,忍不住就对来路不明的人吐槽了。,나도 모르게 대들었다. 누군지도 모를 사람한테.,
女性は、ぼく、先輩、ユエナを見回して、,女性把我、学姐、由依奈挨个看了一遍——,"여성은 나와 선배님, 유에나를 둘러본 뒤",
「今日は帰るとするわね」,“我今天就先回去了。”,「오늘은 이만 돌아갈게.」,
また来た時と同じ、淑やかに聞こえる口調でぼくらに背を向ける。,她又转成了和来时一样沉稳的口吻，然后转过身去。,왔을 때처럼 정숙한 말투로 인사한 뒤 등을 돌렸다.,
「ちょ、ちょっと！」,“等、等一下！”,"「아니, 잠깐만요!」",
呼び止めるが、女性は振り返らず壊れた扉からでていってしまった。,女性无视了我的呼喊，穿过坏掉的门离开了。,불러 세웠지만 여성은 돌아보지 않고 부서진 문을 통해 모습을 감추었다.,
「あ……」,“啊……”,「아…….」,
結局何しにきたのか分からず女性は嵐のように去っていった。,结果，完全不知道是来干嘛的女性如一场风暴般散去。,결국 무슨 목적으로 온 것일까. 여성은 폭풍이 휩쓸고 간 것처럼 사라졌다.,
「な、なんだったんでしょう？」,“什、什么情况啊？”,「대체 뭘까요?」,
「無論、わたしにもさっぱりだ。ユエナくんは？」,“当然了，我也完全不知道。由依奈你知道么？”,「글쎄. 나도 전혀 모르겠다. 유에나 군은?」,
「わたしも知らない」,“我也不知道。”,「나도 몰라.」,
「ふむ、そうか」,“唔，是么。”,"「흠, 그런가.」",
先輩は腕を組んで、ふむ、と考える。,学姐抱着胳膊思考了一下。,"선배님은 팔짱을 끼고 흠, 하며 생각한다.",
が、すぐに腕をといて、,接着就放下手——,하지만 곧 팔을 풀더니,
「ま、ここで考えても仕方ないだろう。ひとまず我々が一番にやらねばいけないことがある」,“在这瞎猜也没用。眼下，我们有一件事情必须要处理。”,"「뭐, 고민한들 답이 나오겠나. 그보다 먼저 우리가 해야 할 일이 있어.」",
そういって先輩は扉を見る。,说着，学姐看向门的方向。,선배님이 문을 쳐다본다.,
ぼくとユエナも扉の方を向いて、,我和由依奈也竖着她的目光看去——,나와 유에나도 고개를 돌렸고,
「ああ……」,“哦对……”,「아아…….」,
そういえばあの人がドアノブをぶっ壊したことを思い出した。ドアノブというか、扉そのもの。,我这才想起，那个女人把门锁弄坏了。或者说，整个门都坏掉了。,"그 사람이 부순 문고리를 떠올렸다. 문고리가 아니라, 문짝 그 자체.",
廊下を見てみると、ドアノブはもちろん、扉の木片やらが散乱している。,朝走廊看了一眼，不光是门把手，还有门的木屑散落一地。,복도를 내다보니 문고리는 물론이고 나무 파편까지 튀었다.,
「こんなのどうやったんだろう」,“她这是怎么做到的啊？”,「뭘 어떻게 한 거야.」,
「かかと落としとか肘落としとか何かの要領だろうな」,“靠巧劲下劈或者肘击之类的方法么？”,"「발꿈치나 팔꿈치로 내려친다든가, 어떤 요령이 있었겠지.」",
「それでも女性にできますか？」,“问题是，女性做得到吗？”,「여자한테 그게 될까요?」,
「わたしは無論できる」,“我反正是可以。”,「물론 난 가능하다.」,
先輩が腰に手をあて胸をはる。,学姐叉着腰挺起胸膛。,선배님이 허리에 손을 걸치고 가슴을 편다.,
「わたしも、できる」,“我也，可以。”,"「나도, 가능해.」",
ユエナも先輩の真似をして胸をはった。,由依奈也学着学姐的样子。,유에나도 선배님을 따라 가슴을 편다.,
「ここにはあまり普通ではない女子が二名ほどいましたね」,“这里有大约两名不怎么普通的女孩子呢。”,「그러고 보니 여기엔 평범하지 않은 여자가 두 명 정도 있었네요.」,
ぼくは廊下にでて木片を掴む。粉々だ。,我捡起掉在走廊的木片，都成碎屑了。,나는 복도까지 튄 파편을 주웠다. 산산조각이 났다.,
「む。私もユエナくんも可愛らしい女の子だろう、みたまえ」,“唔。你好好看看，我和由依奈可都是可爱的女孩子呀？”,"「음. 나와 유에나 군은 귀여운 여자아이가 아닌가, 똑바로 보도록.」",
「みたまえ、ともき」,“好好看看，智纪。”,"「보도록, 토모키.」",
先輩とユエナは二人して、何かの戦隊のように、てへぺろだか、ぱふぇてろだかのポーズをしていた。,学姐和由依奈两人像什么战队似的摆出不知到底算是芭菲突击还是吐舌笑的姿势。,선배님과 유에나는 무슨 파워레인저처럼 데헷페로인지 파르페테러인지 하는 자세를 취했다.,
「可愛いとおもいますよー」,“我知道你们很可爱啦！”,"「네, 귀엽습니다ー」",
「なんだ、冷たいな。ま、いい片付けるとしよう。あまりむやみに素手で触るなよ、怪我をする」,“什么嘛，这么冷淡。算了，先收拾吧。尽量别直接用手捡，容易受伤的。”,"「뭐냐, 쌀쌀맞긴. 어서 치우도록 하자. 맨손이니 너무 마구잡이로 잡지는 마라. 다칠 테니까.」",
先輩も廊下へでてくる。続いてユエナも廊下へでてきた。,学姐也来到走廊。由依奈跟在她后面。,선배님도 복도로 나온다. 뒤이어 유에나까지 복도로 나왔다.,
「……」,“……”,「…….」,
ユエナは廊下の先の階段をじっと見ている。,由依奈盯着远处的楼梯。,유에나가 복도 끝 계단을 응시하고 있다.,
「ユエナ？」,“由依奈？”,「유에나?」,
「なんでもない」,“没什么。”,「아무것도 아니야.」,
「そ、そう」,“是、是么。”,"「어, 응.」",
ユエナはぷいっと階段から目を逸らして、廊下に転がり落ちているドアノブを拾う。,由依奈没再继续看楼梯的方向，捡起掉在走廊的门把手。,유에나는 고개를 홱 돌리고 복도에 떨어진 문손잡이를 집었다.,
「どうする、詩乃」,“这个怎么办？诗乃。”,"「어떡해, 우타노.」",
「どうしたものかな」,“该怎么办呢？”,「어떡하면 좋을까.」,
先輩はドアノブを受け取ってしげしげ眺める。,学姐接过门把手看着它。,선배님은 문고리를 받아들고 찬찬히 살펴보았다.,
「まずはこの場を片付けよう。それからだ」,“先把这里收拾好再说吧。”,「일단 여길 치워야겠지. 그 후에 생각하자.」,
「では箒とちりとり持ってきます」,“那我去拿扫帚和簸箕。”,「그럼 청소 도구 가져올게요.」,
ぼくは廊下に置かれたロッカーのもとまで歩く。,我走到走廊的储物柜。,나는 복도에 놓인 사물함까지 걸어갔다.,
ユエナもついてきている。,由依奈也跟了过来。,유에나도 따라왔다.,
ロッカーの前にたって、扉に指をかけ引っ張る。古いロッカーだから簡単には開かない。,我站在柜子面前，尝试打开门。但因为柜子很旧不那么容易打开。,사물함 앞에 서서 손가락으로 문을 당긴다. 낡은 사물함이라 부드럽게 열리지 않는다.,
ユエナがすぐそばにいる手前、開けられなかったら恥ずかしいという思いから思いっきり力をこめる。,因为由依奈就在旁边，要是打不开就太丢脸了。所以我猛地一用力。,유에나가 바로 옆에 있는데 열지 못한다면 부끄러운 일이다. 그런 생각에 있는 힘껏 당겼다.,
「う、おぉ……」,“呜哦……”,"「우, 오오…….」",
ガシャンッ！,哐当！,우당탕!,
「わわっ」,“哇哇！”,「와앗.」,
派手な音をたてて扉はなんとか開いた。,随着好大一声响，柜门开了。,호쾌한 소리를 울리며 문이 벌컥 열렸다.,
ユエナが飛びずさる。,由依奈连忙后退。,유에나가 날듯이 뛰어 물러난다.,
「あ、ごめんユエナ」,“啊，抱歉。”,"「아. 미안, 유에나.」",
「ん、だいじょうぶ」,“嗯，没事。”,「응. 괜찮아.」,
ぼくはロッカーから箒とちりとりを取り出す。,我从柜子里拿出扫帚和簸箕。,나는 사물함에서 빗자루와 쓰레받기를 꺼냈다.,
「はいこれ」,“这个给你。”,"「자, 받아.」",
「なに、これ？」,“这是什么？”,「이게 뭐야?」,
「これは箒だよ。床のゴミをはくためのもの」,“这是扫帚。用来把地上的垃圾扫起来的东西。”,「이건 빗자루야. 떨어진 쓰레기를 쓸어 내는 도구.」,
「そう」,“是么。”,「그래.」,
ぼくとユエナは部室前に戻って、ぼくはしゃがんでちりとりを構える。,我和由依奈回到活动室门口。我拿着簸箕蹲下。,우리는 부실 앞으로 돌아왔다. 그리고 나는 쪼그려 앉아 쓰레받기를 받쳤다.,
「急にしゃがみこんでどうした少年。もしやスカートの中を……」,“少年，你为什么突然蹲下？难道是要偷看裙底……”,"「갑자기 왜 자세를 낮추는 건가, 소년. 설마 치마 속을…….」",
「のぞくわけないでしょう。はやく箒で掃いてください」,“偷看你个头啊！快点用扫帚扫。”,「안 훔쳐봐요. 얼른 빗자루로 쓸어 주세요.」,
「はーい」,“好～”,「예에ー」,
呑気な返事をする。,学姐一副漫不经心的样子。,맥빠지는 대답이다.,
「詩乃、どうすればいい」,“诗乃，我该做什么？”,"「우타노, 어떡하면 돼?」",
「お姉さんがおしえてあげよう」,“姐姐来教你吧。”,「언니가 가르쳐 주도록 하지.」,
喜々として先輩はユエナの後ろに回り込む。,学姐笑嘻嘻地绕到由依奈身后。,선배님이 희희낙락하며 유에나의 후방으로 돌아간다.,
「まずはこう、持ちたまえ」,“首先这样拿着。”,「먼저 이렇게 들어 보도록.」,
「ん、わかった」,“嗯，懂了。”,"「응, 알겠어.」",
先輩はユエナに後ろから抱きつくような格好で、ユエナに箒を持たせる。,学姐在由依奈身后用抱着她的动作，让由依奈拿着扫帚。,선배님은 유에나를 뒤에서 끌어안듯이 하고 빗자루를 쥐게 했다.,
「そこに木片やゴミが散らかっているだろう？　それをこの箒でこう、動かすんだ」,“地上不全都是木屑和垃圾吗？又这个扫帚，这样。”,"「저곳에 나뭇조각과 쓰레기가 흩어져 있지? 그걸 이 빗자루로 이렇게, 쓰는 거야.」",
「うんうん」,“嗯嗯。”,"「응, 응.」",
「集めたものを、少年がスカートの中を見ようと必死に構えている、あのちりとりへ入れるのだよ」,“扫到一起以后，再扫进少年为了偷看裙底而努力拿着的那个簸箕里面。”,"「이렇게 모아서, 소년이 치마 속을 보려고 눈에 불을 켜고 있지? 저 쓰레받기에 넣으면 돼.」",
「みようとしてないですよ！」,“我才没有为那个努力！”,「보려고 안 했다고요!」,
「？」,“嗯？”,「？」,
ユエナはどういうことか理解していないのか、ぽかんと首を傾げる。,由依奈歪着头，似乎没有理解的样子。,유에나는 무슨 말인지 이해하지 못해 고개를 갸웃했다.,
「はっはっは、必死だな少年」,“哈～哈～哈，你还真是拼啊，少年。”,"「하하하. 필사적이구나, 소년.」",
「誰のせいですか」,“都怪谁啊？”,「누구 때문인데요.」,
「ふふっ、まあいい、そこで構えておきたまえ」,“哈哈，好吧，你就这样别动。”,「후후. 그런 걸로 하자. 거기서 잘 받치고 있도록.」,
「さっきからやってるんですけどね」,“我都等半天了好不好。”,「아까부터 하고 있는데 말이죠.」,
ぼくはなるべく上を見ないようにしてちりとりを持つ。,我拿着簸箕，尽可能不往上看。,나는 최대한 위쪽을 보지 않고 쓰레받기를 받쳤다.,
「ふむ、そこにもまだあるぞユエナくん。それを集めてちりとりに」,“唔，那边还有呢，由依奈。把那边也扫到簸箕里吧。”,"「흠. 그쪽에도 아직 남았다, 유에나 군. 저것도 쓸어서 쓰레받기에.」",
「こう？」,“这样？”,「이렇게?」,
「うむ完璧だ。うまいな」,“嗯，完美。真不错。”,「음. 완벽하다. 능숙하구나.」,
先輩とユエナはぴったりくっついたまま、木片をちりとりへいれている。,学姐和由依奈贴在一起，把木屑都扫进了簸箕。,선배님과 유에나는 딱 달라붙은 채 나뭇조각을 쓰레받기에 넣고 있다.,
上は見ないとは言ったけれど、ぼくはちりとりに溜まっていく木片を見ながら正直ドキドキしていた。,虽然说了不会抬头看，但看着木屑扫进簸箕我心里还是小鹿乱撞。,"위는 보지 않겠다고 말했지만, 쓰레받기에 쌓여 가는 나뭇조각을 보면서 솔직히 두근두근했다.",
どうしたってユエナと先輩の足がみえて、そのすらっとした細さにびっくりする。,因为只能看到学姐和由依奈的腿，纤细的腿让我有些惊讶。,"어쩔 수 없이 유에나와 선배님의 다리는 보았고, 그 늘씬함에 화들짝 놀랐다.",
足だけ見えるのもなかなか心臓に悪い。,只能看到腿也对心脏不好啊。,다리만 보이는 것도 생각보다 심장에 해롭다.,
「よし、これくらいでいいだろう」,“好了，这样就差不多了吧。”,"「좋아, 이 정도면 됐겠지.」",
先輩が声をかける。,学姐发话了。,선배님이 말을 건다.,
部室の周りに散乱していた木片はあらかた片付いた。,活动室附近散乱的木屑都已经收拾干净了。,부실 주변에 흩어진 나뭇조각은 대강 정리했다.,
集めた木片をゴミ箱に捨て、掃除用具をしまう。,接下来倒进垃圾桶，然后把工具收起来吧。,나뭇조각을 쓰레기통에 버리고 청소 도구를 정리한다.,
ただ、破壊されたドアノブと、ぽっかり穴のあく部室の扉だけはいますぐ元通りにはならない。,不过，损坏的门把手和漏了一个大洞的门现在没办法恢复。,하지만 부서진 문고리와 뻥 뚫린 부실 문짝만은 도저히 고칠 수 없다.,
「これからどうします？」,“这个该怎么办？”,「이제 어떡할까요?」,
「まずは報告だろうな」,“总之先上报吧。”,「일단 보고해야겠지.」,
「するんですか？」,“要上报吗？”,「하시려고요?」,
「ああ。こういうのは後でバレると面倒くさいからな」,“是啊。要是之后被发现肯定很麻烦。”,「그래. 이런 건 나중에 들켰을 때 더 복잡해지니까.」,
「それにしても」,“而且——”,「그건 그렇고.」,
先輩は腰に手をあてため息をつく。,学姐叉着腰叹了口气。,선배님은 허리에 손을 얹고 한숨을 푹 쉬었다.,
「どう報告したらよいものか。見知らぬ女性に破壊されたとも言えんしな」,“该怎么上报好呢？总不能说被不认识的女性给弄坏了吧？”,「어떻게 보고하면 좋을 것인가. 처음 본 여자가 부수었다고 말하기도 어렵고.」,
「わたしの、せいにしていい」,“就说，是我弄坏的吧。”,"「내가, 했다고 해도 돼.」",
ユエナが一歩、先輩に歩み寄る。,由依奈朝学姐靠过去。,유에나가 한 걸음 선배님께 다가간다.,
しかし先輩は静かに首を横にふった。,学姐摇了摇头。,하지만 선배님은 조용히 고개를 저었다.,
「ユエナくんがやっていないのに、ユエナくんのせいにはしないさ。関係のない者が責任を感じる必要はないのだよ」,“不是你做的不能把事情推到你头上。无关的人不用觉得自己有责任。”,「유에나 군이 하지 않은 걸 유에나 군 탓으로 돌리지 않아. 관계없는 사람이 책임을 느낄 필요는 없는 거야.」,
「それに、関係のないものが責任を感じていると、無意識のうちにも責任を与えてしまったこちらが心苦しいものさ」,“而且，无关的人如果觉得自己有责任，那我们也会下意识感到有责任，我不希望那样。”,"「그리고 관계없는 사람이 책임을 느낀다면, 무의식중에 책임감을 느끼게 한 우리가 괴로워져.」",
先輩がユエナの髪を撫でる。,学姐抚摸着由依奈的头发。,선배님이 유에나의 머리카락을 쓰다듬는다.,
「そう……んふふっ」,“是么……哎嘿嘿。”,「그래…… 우후후.」,
先輩はそれをみてニッコリと笑った。,学姐看着由依奈露出微笑。,선배님이 그 모습을 보며 빙긋 웃는다.,
「では、どうしますか？」,“那该怎么办？”,「그럼 어떡할까요?」,
「そうだな、明日にでもわたしが修理しておこう。今日のところはなにか貼り紙でも貼って隠す」,“嗯，明天我修一下吧。今天先贴个告示之类的挡上。”,"「글쎄, 내가 내일에라도 고쳐 놓도록 하지. 오늘은 벽보 같은 걸 붙여서 숨기자.」",
「報告は、修理が失敗してからでも遅くはないだろう」,“等我没修好再上报也不迟。”,「보고는 수리에 실패한 뒤에 해도 늦지 않아.」,
「まあ、バレたらその時は――ちゃんと怒られよう」,“只不过，万一露馅了肯定会被骂吧。”,「혹시 들킨다면―― 그때는 충분히 혼나야겠지.」,
そういって先輩はちろっと舌をだす。,“学姐俏皮地吐了吐舌头。”,그러더니 선배님이 혀를 삐죽 내민다.,
「ぱふぇてろっ」,“芭菲突击～”,「파르페테러.」,
「んふふっ、ぱふぇてろっ」,“哎嘿嘿，芭菲突击～”,"「우후후, 파르페테러.」",
ユエナもピースしている。,由依奈也比出个V字。,유에나도 브이를 그린다.,
「君もやりたまえ」,“你也来一起。”,「너도 따라하도록.」,
「え、ぼくもですか！？」,“哎？我也要吗？！”,"「아뇨, 저도요!?」",
「ともき、やりたまえ」,“智纪，来一起。”,"「토모키, 따라하도록.」",
「え〜……」,“哎～～……”,「에이~…….」,
乗り気ではないが、目の前で女子二人がピースをしているので仕方なく、,虽然我没什么兴趣，但在两个女生的要求下我也没办法。,썩 내키지는 않지만 눈앞에서 여자 둘이 브이를 하고 있으니 어쩔 수 없이,
「ぱ、ぱふぇてろー」,“芭、芭菲突击～”,"「파, 파르페테러ー」",
ぎこちないピースでやってみせた。,我僵硬地比出一个V字。,어색하게 브이를 그린다.,
「あっはっはっは！」,“啊～哈～哈～哈！”,「아하하하하하!」,
「んふふっ！」,“哎嘿嘿！”,「우후훗!」,
盛大に笑われる。,被笑惨了。,성대하게 웃는다.,
「笑うならやらせないでくださいよ！」,“既然要笑就别让我做啊！”,「웃을 거면 시키지 마세요!」,
「いや、すまないすまない。存外君も面白いじゃないか」,“不是，抱歉抱歉。你这个人其实还挺有趣的嘛。”,"「이런, 미안하게 됐다. 너도 상당히 재밌는 사람이구나.」",
先輩は肩を揺らして笑っている。,学姐笑得花枝乱颤。,선배님이 어깨를 들썩이며 웃는다.,
「バカにしてるじゃないですか」,“你这根本就是在耍我吧！”,「바보 취급 하시는 거잖아요.」,
ぼくは部室に入る。,我走进活动室。,나는 부실로 들어갔다.,
「これからちゃんと反省するからゆるしたまえ」,“接下来我会好好反省的，原谅我吧。”,「이제부터 제대로 반성할 테니 용서하도록.」,
これから？　よくわからない言い回しを疑問に思いながら、「わかりました」とだけ返事をする。,接下来？——虽然这奇怪的说法让产生了一些疑问，但还是只能表示同意。,이제부터? 약간 의미심장한 어조에 의문을 품었지만 「알겠어요.」라고만 대답했다.,
先輩とユエナも部室に入り、ぼくらはなるべく大きめの紙を探した。,学姐和由依奈也走进活动室，我们开始寻找尽可能大的纸。,선배님과 유에나도 부실로 들어온다. 우리는 최대한 큼직한 종이를 찾아다녔다.,
もちろん、カモフラージュの貼り紙である。,当然了，是用来掩人耳目的。,위장으로 붙일 벽보를 말이다.,
「これなんかどうです？」,“这个怎么样？”,「이거 어떤가요?」,
ぼくは物置から、数年前の学校祭のポスターをみつけた。表は絵が描かれている裏は真っ白で使えそうだ。,我从仓库里找到一张几年前校庆的海报。虽然正面有画但背面是纯白的，应该可以用。,나는 서랍에서 수년 전 학교 축제 포스터를 발견했다. 앞에는 그림이 그려져 있고 뒷부분은 백지여서 쓸 만해 보였다.,
「よし、それでいいだろう。こっちにもってきてくれたまえ」,“行，就用它吧。把它拿到这来。”,"「좋아, 그거면 되겠어. 이쪽으로 가져오도록.」",
ぼくは机の上にポスターを裏返して置く。,我把海报反着放在桌上。,나는 책상 위에 포스터를 뒤집어 올렸다.,
「なにするの？」,“要做什么？”,「뭐 하는 거야?」,
「カモフラージュ用の貼り紙だ。部室の扉に貼る」,“做伪装用的贴纸，贴到门上。”,「위장용 벽보다. 부실 문에 붙일 것이지.」,
「なんて書くんです？」,“要写什么？”,「뭐라 쓰죠?」,
「ふむそうだな。我々が何か大会等で結果でも残していればそれなりに書けたのだがな、我々にそんなものはない」,“唔，写什么呢？要是咱们在什么比赛上留下好成绩的话就能写上了。然而咱们完全没有呢。”,"「흠, 글쎄. 우리가 어떤 대회에서 결과라도 냈다면 그럭저럭 쓸 수 있겠지만, 우리는 그런 게 없지.」",
「となると――」,“也就是说——”,「그렇다면――」,
「となると？」,“也就是说？”,「그렇다면?」,
「無論、これしかあるまい」,“当然只能这么写了。”,"「물론, 이것뿐이 없지.」",
先輩はペンをとって、貼り紙いっぱいに大きな字で、そして綺麗で丁寧な字で書いていく。,学姐拿起笔，仔细认真地写上占满整张纸的大字。,선배님이 펜을 들어 종이에 한가득 커다란 글자를 정성스레 써 나간다.,
「よし、これでいいだろう」,“好，这样就行了吧？”,「좋아. 이 정도면 될 거다.」,
「なるほど」,“原来如此。”,「그렇군요.」,
先輩が書きあげた字は、,学姐写的是——,선배님이 쓴 글자는,
『新入部員募集中』,“新社员招募中”,『신입 부원 모집 중』,
という言葉だった。,这几个字。,바로 이것이었다.,
これなら部室の前に貼りだしてあってもなにもおかしくはない。,这样贴到活动室门上就不会显得不自然了。,이거라면 부실 앞에 붙여 놓아도 이상하지 않다.,
「無論、本当に募集するつもりはないがな。それに明日の朝までのカモフラージュだ。そんな短時間では誰もみるまい」,“当然，并不是真的要招新。只是到明天早上之前的伪装。这么短时间没什么人能看到。”,「물론 모집할 생각은 당연히 없어. 그리고 내일 아침까지 사용할 가림막이야. 이렇게 짧은 시간이라면 누군가 보지도 못하겠지.」,
「それに場所が場所ですからね、よほどの用がなければここへ来ませんし」,“而且这个位置，如果不是有什么事基本不会过来。”,「거기다 장소가 장소니까요. 웬만한 용무가 없이는 여기까지 안 오죠.」,
「そういうことだ。我々の新入部員はユエナくんで十分だよ」,“没错。新社员有由依奈一个就够了。”,「그렇지. 우리 신입 부원은 유에나 군으로 충분해.」,
「新入部員……」,“新社员……”,「신입 부원…….」,
「そ、ユエナは新入部員」,“对，由依奈是新社员。”,"「응, 유에나는 신입 부원.」",
ユエナは微笑んで、こくんと頷く。,由依奈笑着点了点头。,유에나가 미소 지으며 고개를 끄덕인다.,
「少年、ユエナくん、この紙を貼ってきてくれないか。画鋲はここにある」,“少年，由依奈。能不能帮我把这张纸贴上？这里有图钉。”,「소년. 유에나 군. 이 종이를 붙이고 와 주겠나. 압정은 여기 있다.」,
先輩から紙と画鋲を渡される。,学姐把纸和图钉递过来。,선배님한테 종이와 압정을 받는다.,
「わかりました」,“我知道了。”,「알겠어요.」,
「うん、わかった」,“嗯，知道了。”,"「응, 알겠어.」",
ユエナと部室の外にでる。扉を一度閉め、壊れたドアノブがあった位置に紙をもっていく。,我和由依奈走到活动室门外。先把门关上，把纸贴在坏了的门把手的位置。,유에나와 부실 밖으로 나선다. 문을 한 번 닫고 문고리가 있던 위치에 종이를 대어 본다.,
募集の紙を貼る位置としては非常にバランスも見栄えも悪いが仕方がない。それが目的ではないのだから。,虽然贴这个位置显得很别扭非常不美观，但也没办法。毕竟本来也不是那个目的。,모집 벽보를 붙일 위치라고 하기에는 밸런스가 나쁘지만 어쩔 수 없다. 그게 목적이 아니니까.,
「ユエナ、そこで紙をおさえていて」,“由依奈，帮我按着这个位置。”,「유에나. 종이 그쪽 좀 눌러 줘.」,
「わかった」,“知道了。”,「알았어.」,
ぼくはユエナに紙をおさえてもらいながら画鋲をさした。,我让由依奈帮我压着纸，我按上图钉。,나는 유에나에게 종이를 잡아달라고 부탁하고 압정을 박았다.,
「よし」,“好了。”,「됐다.」,
紙を貼り終え部室に戻る。,贴好以后我们回到活动室。,종이를 붙이고 부실로 돌아온다.,
扉を開けると、先輩が鞄を持って立っていた。,打开门的时候，看到学姐拎着书包。,문을 열자 선배님이 가방을 들고 서 있다.,
「あれ？　帰るんですか？」,“咦？要回去了吗？”,「어? 가시는 건가요?」,
「帰るといえば帰るが、そうではない」,“确实是要回去，但也不是。”,"「간다면 가는 것이지만, 그게 아니야.」",
「どういうことです？」,“什么意思？”,「무슨 말씀이시죠?」,
どういうことだろう。,什么情况？,무슨 말씀이실까.,
「今、新入部員募集と書いて、わたしは気づいてしまったのだよ。いや、よくぞ気づいたと褒めるべきことだな。はっはっは」,“刚才写招募新社员我突然想起一个事儿。哎呀，真应该好好夸夸我居然想到这个啊。哈～哈～哈～”,"「지금 신입 부원 모집문을 쓰고 나서 나는 깨닫고 말았어. 아니, 용케 깨달았다고 칭찬해야 하겠지. 하하하.」",
なんだかやけにわざとらしくテンションが高い気がする。なんか変だ。,学姐这情绪有点很刻意的感觉，怪怪的。,왠지 부자연스럽게 텐션이 높아 보인다. 뭔가 이상하다.,
「ユエナくん」,“由依奈。”,「유에나 군.」,
「んぇ？」,“嗯？”,「으에?」,
