jp,cn,kr,en
「ともきと詩乃がいるなら、いい」,“既然智纪和诗乃在这里，那没问题。”,"「토모키랑 우타노가 있다면, 좋아.」",
「うむ、決まりだな」,“好，那就这么定了。”,「음. 결정됐군.」,
先輩が手を差し出す。,学姐伸出了手。,선배님이 손을 내민다,
ユエナは握手を分かっていないようで、ゆっくりと先輩の真似をする。,由依奈好像不明白什么是握手似的，不急不慌地模仿着学姐的动作。,유에나는 악수를 모르는 모양인지 천천히 선배님을 흉내 냈다.,
「ようこそ」,“欢迎。”,「잘 왔어.」,
そういって先輩はユエナの手を捕まえ握る。,学姐这么说着，同时握住了由依奈的手。,선배님이 유에나의 손을 잡는다.,
「うんっ」,“嗯。”,「응!」,
ユエナは握った手を見つめて、こくりと頷いて、そしてぼくをみた。,由依奈看了看握住的手，点了点头，然后看向了我这边。,유에나는 잡은 손을 바라보며 힘차게 끄덕인 뒤 나를 쳐다보았다.,
「ともき」,“智纪。”,「토모키.」,
ユエナがぼくの名前を呼ぶ。,由依奈叫了我的名字。,유에나가 내 이름을 부른다.,
不思議だ。,有种奇妙的感觉。,신기하다.,
ついさっきまで普通にユエナに名前を呼ばれていたはずなのに、今はなんだかこれにすごい意味があるように思える。,明明由依奈从刚才开始就一直叫着我的名字，但我现在却感觉有种特殊的意义在里面。,"조금 전까지 유에나가 평범하게 부르던 이름인데, 지금은 어째선지 그 말에 엄청난 의미가 담긴 듯이 느껴졌다.",
手を出す前に手のひらを一度制服のズボンでこする。,在伸出手之前，我把手心先在校服裤子上蹭了蹭。,손을 내밀기 전에 손바닥을 교복 바지에 닦았다.,
先輩を一瞥した。,学姐瞥了我一眼——,선배님을 힐끔 쳐다본다.,
「ふふ」,“嘻嘻。”,「후후.」,
先輩はただ笑っている。,只是笑了笑。,선배님은 그저 웃고만 있다.,
ぼくら人間と宇宙人、これからもしかしたら何かが起こるのかもしれない。,我们地球人和外星人，从现在开始也许会发生什么。,우리 인간과 외계인. 어쩌면 지금부터 무슨 일이 벌어질지도 모른다.,
だけど、たとえそれがなんであれ、ぼくはユエナと出会えたことに感謝しようと、そう思った。,不过，不管会发生什么，我觉得我都会感谢和由依奈的相遇。,"하지만 그게 무슨 일이든 간에, 난 유에나와 만난 것을 감사하겠노라고 생각했다.",
「ユエナ、よろしく」,“欢迎你，由依奈。”,"「유에나, 잘 부탁해.」",
手を差し出す。,我伸出了手。,손을 내민다.,
「うんっ」,“嗯。”,「응!」,
ユエナがそれを握る。,由依奈握住了我的手。,유에나가 내 손을 잡았다.,
宇宙人とのコンタクト。,与外星人的接触。,외계인과의 접촉.,
写真に収めるべき歴史的瞬間。,值得用照片记录下来的历史性瞬间。,사진으로 남겨야 할 역사적인 순간.,
握ったユエナの手は、あたたかくて、小さな手で、そして――女の子の手だった。,握住的由依奈的手暖暖的、小小的，然后——是女孩子的手。,맞잡은 유에나의 손은 따뜻하고 자그마한―― 여자아이의 손이었다.,
「ようこそちきゅ……」,“欢迎来到地球……”,「지구에 온 걸 환…….」,
どうせなら先輩が言ったように地球人代表として、ちょっとかっこいいことを言おうと思った矢先、,干脆就像学姐说的那样，作为地球人代表，说点什么帅气的话，正当我这么想的时候，,내친 김에 선배님이 말했듯 지구인 대표로서 조금 멋진 말을 하려고 했는데,
「うわわわっ！」,“呜哇哇哇！”,「우와아아아!」,
「んふふ〜」,“哎嘿嘿〜”,「우후후~」,
ぼくはユエナの手にひかれ、人生ではじめて、いや……おそらく地球史上最初の人間として、,我在由依奈的牵引下，实现了人生中第一次，不……恐怕是地球历史上首次，,"나는 유에나의 손에 이끌려 인생 처음으로, 아니…… 아마 지구인 사상 최초로",
文明の利器を使わずに空を飛んだ。,不借助文明工具在天空中飞翔。,문명의 도움을 받지 않고 하늘을 날았다.,
「ちょ、ちょっとユエナ！？」,“等、等下，由依奈？！”,"「잠깐, 잠깐만 유에나!?」",
「んふふっ！」,“哎嘿嘿！”,「우후후!」,
ユエナはぼくの話を聞く気もなく、楽しそうにぼくの手をひきながら空を、この部室の中の空間を飛び回る。,由依奈没有听我说的话的意思，开心地牵着我的手在这个活动室的空中来回飞着。,"유에나는 내 말을 듣지 않고 내 손을 이끌어 하늘을, 부실의 공중을 즐거운 듯이 날아다녔다.",
「ゆ、ユエナ〜！」,“由、由依奈〜！”,"「유, 유에나~!」",
「おお、少年。羨ましいぞ」,“哦哦，少年。我好羡慕。”,"「오오, 소년. 부러운데.」",
下で先輩が腕を組んで見上げているのがかろうじて見える。,我勉强看到了学姐在下面抱起胳膊向上看着我们。,간신히 아래를 내려다보니 선배님이 팔짱을 낀 채 올려다보고 있다.,
「ひゅい〜」,“咻〜”,「슝~」,
ユエナは呑気な声をだしながら、ぼくを連れて駆け巡る。,由依奈发着悠闲的声音，带着我在天上到处飞。,유에나는 느른한 소리를 내며 나를 데리고 날아다녔다.,
ユエナと繋ぐ手に意識をして離れないようにだけ今は考える。,我现在脑子里只有一种想法，那就是抓紧由依奈的手别松开。,지금은 떨어지지 않기 위해 유에나와 마주 쥔 손에 정신을 집중한다.,
「意外とこわい！」,“这比想象中可怕啊！”,「의외로 무서워!」,
ジェットコースターは好きだけど、その恐怖とは違う。水中を泳いでいるようだけどそれも少し違う。,我喜欢过山车，但这恐怖的感觉和过山车不一样。有点像在水中游泳的感觉但也有些不一样。,롤러코스터는 좋아하지만 그 무서움과는 다르다. 수중을 헤엄치는 기분이지만 그것과도 조금 다르다.,
空を飛ぶとはもっと優雅なものだと思っていたけど、これは怖い。,我觉得在天上飞应该是更优雅的样子才对，但这个太吓人了。,"하늘을 나는 건 우아한 일이라고 생각했는데, 이건 무섭다.",
「ひょ〜ん」,“咻〜”,「슈웅~」,
「わわわっ！」,“哇哇哇！”,「와아아!」,
「ひゅよよ〜ん」,“咻哦〜”,「휘이잉~」,
「うわーっ！」,“呜哇！”,「으악ー!」,
遠慮なくユエナに飛ばされる。,由依奈毫不客气地带着我在天上飞。,유에나가 사정없이 날아다닌다.,
だけど、最初は恐怖だったそれがユエナに振り回されるうちにだんだんと変わっていく。,不过，随着飞的时间变长，最初感觉的恐怖感也渐渐地发生了变化。,하지만 처음엔 무섭기만 했는데 유에나에게 휘둘리는 사이 점점 변해 간다.,
「ひょや〜っ」,“咻呀〜”,「호이~」,
「お、おおっ！」,“哦、哦哦！”,"「오, 오오!」",
慣れた。,习惯了。,익숙해졌다.,
空を飛ぶことに慣れた。,我习惯在天上飞了。,하늘을 나는 것에 익숙해졌다.,
まだちょっと怖いけど、やっぱりこれは――楽しい！,虽然还有些害怕，不过这确实——爽！,아직 좀 무섭지만 이건―― 재미있어!,
「ユエナ！　楽しい、楽しいよこれ！」,“由依奈！有趣，这个好爽啊！”,"「유에나! 재밌다. 재밌어, 이거!」",
「んふふっ、ボクも楽しいっ」,“哎嘿嘿，我也很爽。”,「우후후. 나도 재밌어.」,
ユエナがにっこりと笑う。,由依奈微笑了起来。,유에나가 빙긋 웃는다.,
「おーいユエナくん、わたしも飛びたい」,“喂，由依奈，我也想飞。”,"「이봐, 유에나 군. 나도 날고 싶어.」",
下で羨ましそうに待っている先輩がいる。,学姐在下面一脸羡慕地等着。,선배님이 밑에서 선망 어린 눈동자로 기다린다.,
顔がすごくそわそわしていて、先輩もこんな表情をするんだとなんだか嬉しくなる。,心神不定焦急万分写在了学姐的脸上，想着学姐也能露出这种表情，不知怎的我有些高兴。,몹시 흥미진진한 표정이다. 선배님도 이런 표정을 지을 수 있구나 하여 기분이 좋아진다.,
「詩乃」,“诗乃。”,「우타노.」,
ユエナがスピードを落として先輩の側まで飛んでいく。,由依奈降低了速度飞到了学姐边上。,유에나가 속도를 떨어뜨리며 선배님의 옆으로 날아간다.,
そしてユエナが手を伸ばす。,然后由依奈伸出了手。,그리고 유에나가 손을 뻗는다.,
「ありがとう」,“谢谢。”,「고마워.」,
先輩が手をとった。,学姐抓住了由依奈伸出的手。,선배님이 손을 잡는다.,
ユエナと先輩がしっかり手を握って、再びユエナがふわりと浮かび上がる。,两人的手紧紧握在一起之后，由依奈再次慢慢地浮了起来。,유에나와 선배님이 손을 꼭 쥐자 다시금 공중으로 둥실 떠올랐다.,
「おおっ、これが空を飛ぶということか」,“哦哦，这就是在天上飞吗？”,"「오오, 이것이 하늘을 나는 느낌인가.」",
「ようこそ先輩」,“欢迎你，学姐”,"「어서 오세요, 선배님.」",
「君のおかげではないだろう」,“跟你没什么关系吧？”,「네가 생색낼 일은 아니잖나.」,
「ようこそ、詩乃」,“欢迎你，诗乃。”,"「어서 와, 우타노.」",
「ああ、ありがとう。ユエナくん」,“嗯，由依奈，谢谢。”,"「그래, 고맙다. 유에나 군.」",
ユエナがぼくと先輩をつれ部室を翔けまわる。,由依奈带着我和学姐在活动室里飞来飞去。,유에나가 나와 선배님을 데리고 부실을 돌아다닌다.,
「あっはっはっは！　これは楽しいな」,“啊～哈～哈～哈！这可太有意思了。”,「아하하하! 이거 즐거운데.」,
「先輩、慣れるのはやいですね！」,“学姐你习惯得好快啊！”,「선배님. 금방 적응하시네요!」,
「ああ、楽しみだったからな」,“那是，因为我很期待啊。”,"「그래, 기대하고 있었으니까.」",
「ひゅいひゅい〜」,“咻咿咻咿〜”,「슝슝~」,
ユエナは楽しそうに、ぼくらを空中で振り回す。,由依奈看起来很高兴，带着我们在空中飞来飞去。,유에나는 즐거워하며 우리를 공중에 흩뜨렸다.,
体操選手よりも、スケート選手よりも長い時間を空中でまわる。,比体操選手和滑冰选手在空中回旋的时间都要长。,"체조 선수보다도, 스케이트 선수보다도 훨씬 긴 시간 동안 공중을 떠다닌다.",
いや、まわるという表現は正しくない。,不对，回旋这个说法不太正确。,"아니, 떠다닌다는 표현은 정확하지 않다.",
これは――,这是——,이건――,
「これはまるで空で踊っているようだなっ」,“这简直就像在空中跳舞一样。”,「이건 마치 하늘에서 춤을 추는 것 같구나.」,
今のぼくらを先輩が代弁してくれた。,学姐替我们说出了想法。,선배님이 지금의 우리를 대변했다.,
そうだ、ぼくらは間違いなく空で踊っている。,没错，我们就是在空中跳舞，毫无疑问。,그렇다. 우리는 지금 공중에서 춤추고 있다.,
空といっても、せまい部室だけど、それでもこの言の葉サークルの部室という舞台でたしかに踊っている。,虽说空中只是狭小的屋内而已，不过我们确实是在茶言阅社活动室这个舞台上舞动着。,"그렇다고 해도 좁은 부실일 뿐이지만, 그래도 우리는 이 말소리 서클 부실이라는 무대 위에서 춤추고 있다.",
「たっのしい」,“好——爽！”,「재밌어!」,
声がこぼれる。,话语从口中流露了出来。,저절로 목소리가 나왔다.,
ふいに、水を得た魚のように飛び回っていたユエナが空中でぴたりと制止した。,忽然，如鱼得水般来回飞着的由依奈在空中停了下来。,물 만난 고기처럼 하늘을 누비던 유에나가 갑자기 우뚝 멈춰 섰다.,
「……」,“……”,「…….」,
「……」,“……”,「…….」,
思わず言葉を失う。,我不禁哑口无言。,나도 모르게 할 말을 잃는다.,
飛び回っているときはまだジェットコースターに近い感覚だったのに、こうして止まると本当に空を飛んでいることをいやでも実感する。,明明来回飞的时候有种和坐过山车相近的感觉，但像这样停下来之后才真正切实感受到自己在空中飞。,"떠다닐 때는 롤러코스터와 비슷한 느낌이었는데, 이렇게 멈춰 있으니 정말로 하늘에 떠 있다는 것을 실감하게 된다.",
足が地面についていない不安と恐怖がある。,有种脚没在地上的不安和恐怖感。,발이 지면에 닿지 않는 불안함과 공포감이 찾아온다.,
重力を感じない、不思議な感覚がある。,有种察觉不到重力，不可思议的感觉。,중력에서 벗어난 기묘한 감각이다.,
でもそれ以上に、楽しいという感情がある。,不过在此之上更多的感到的是高兴。,하지만 그 이상의 즐거움이 있다.,
「空を飛ぶって、楽しいんだね」,“在天上飞很快乐吧？”,"「하늘을 난다는 건, 즐거운 거구나.」",
今更確かめるように、ぼくと先輩の顔を交互に見る。,像是重新确认一般，由依奈的视线在我和学姐之间不断移动。,그 사실을 새삼스레 확인하듯이 나와 선배님의 얼굴을 번갈아 본다.,
「それはもちろんだよ。すごく楽しいよ、ユエナ」,“当然。非常快乐，由依奈。”,"「그야 당연하지. 엄청 즐거워, 유에나.」",
「ああわたしもだ、ユエナくん」,“嗯，我也是同样的感受，由依奈。”,"「그래. 나도 마찬가지야, 유에나 군.」",
「うん、わたしも嬉しい。ともきと詩乃と、飛べて楽しい」,“嗯，我也很高兴。和智纪还有诗乃一起飞很快乐。”,"「응. 나도 좋아. 토모키랑 우타노랑, 날아서 즐거워.」",
ユエナの手が少しだけ強くきゅっと握られる。,由依奈的手更用力了些。,유에나가 힘주어 손을 잡는다.,
「それにしても不思議だな。いったいなぜ飛べるんだ」,“话说这还真是奇妙啊。你到底是为什么能飞呢？”,「그나저나 참 신기하군. 대체 어떻게 나는 건지.」,
「ですよね。きっとこの地球の科学では証明できないような現象な気がします」,“是啊。地球上的科学肯定说明不了这个现象。”,「그러게요. 지구의 과학으로는 증명할 수 없는 현상일 것 같아요.」,
「ユエナは、こうやって飛べてる理由とか分かったりするの？」,“由依奈你知道能飞起来的原因吗？”,"「유에나는, 어떻게 날 수 있는지 이유를 알고 있어?」",
「ん？　飛べるから」,“嗯？因为能飞。”,「응? 날 수 있으니까.」,
「答えになってないよ」,“这不能算回答啊。”,「올바른 답이 아닌데.」,
「飛べるから、飛べる。それだけ」,“因为能飞，所以能飞。就这么简单。”,「날 수 있으니까 날아. 그것뿐이야.」,
「はっはっは。わたしたちが道を歩いたり走ったりするのが当たり前なように、ユエナくんたちにとっては飛べるのが当たり前なのだな。宇宙人らしくて素敵だ」,“哈～哈～哈。就像我们在路上走和跑是理所当然一样，对你们来说，能飞也是理所当然的是吧？很有外星人的风格，很棒。”,"「하하하. 우리가 길을 걷거나 뛰는 게 당연하듯이, 유에나 군에게는 나는 것이 당연한 것이구나. 외계인다워. 근사해.」",
「うーん、さすが宇宙人」,“唔……不愧是外星人。”,「음ー 역시 외계인.」,
「ともきも飛べばいいのに」,“你也飞起来就好了啊。”,「토모키도 날 수 있으면 좋을 텐데.」,
「飛べるなら飛びたいよ。何回か人間が自力で空を自由に飛ぶ方法とか調べたことがあるんだけど、どうやっても無理だった」,“能飞的话我当然想飞啊。我查过好几次人类凭借自身力量在空中自由飞翔的方法，不过不管怎么做都是不行的。”,"「날 수 있다면 날고 싶어. 인간이 스스로 날 수 있는 방법을 몇 번 알아본 적이 있는데, 아무리 찾아봐도 없었어.」",
「へんなの。ともきとわたし、似てるのに」,“真奇怪。明明你跟我长得很像。”,"「이상해. 토모키랑 나, 닮았는데.」",
「似ているだけさ」,“只是长得像而已。”,「닮았을 뿐이야.」,
「それに、地球人は地球上にいる限りそれは無理な話だな」,“而且，地球人只要还在地球上这就是不可能的事。”,「그리고 지구인은 지구 위에 있는 이상 불가능하겠지.」,
「そうなの？」,“是吗？”,「그런 거야?」,
「うん、重力があるからね。どうしてもそれには逆らえないよ」,“嗯，因为有重力啊。我们无论如何也摆脱不了重力的束缚。”,「응. 중력이 있으니까. 그 힘에는 절대로 거스를 수 없어.」,
「そうなんだ、不思議だね」,“这样啊，还真是奇妙。”,「그렇구나. 신기해.」,
そう言ってユエナはくるんとバク宙をするようにまわる。,由依奈说着就像做了个后空翻一样的旋转。,그러더니 유에나가 빙글 하고 백 텀블링을 돌았다.,
「おわわわっ！」,“哦哇哇哇！”,「오와아아아!」,
「あはははっ！」,“啊哈哈哈！”,「아하하하!」,
「んふふっ」,“哎嘿嘿。”,「우후후.」,
ぼくの悲鳴と、女子二人の笑い声が部室に響き渡った。,我的惨叫和两位女生的笑声响彻在活动室内。,내 비명과 두 여자의 웃음소리가 부실을 가득 채운다.,
「うわっ……ととと」,“哇啊……嘿哟。”,「우와……. 어이쿠.」,
ゆっくりと三人で床へ足をつく。,我们三人缓缓地接触到了地面。,우리는 천천히 바닥에 발을 붙였다.,
すぐさまバランスがとれずこけそうになる。,我没能立刻掌握平衡差点跌倒。,곧바로 균형을 잡지 못해 쓰러질 뻔한다.,
「楽しかったよ、ユエナくん」,“真是有趣啊，由依奈。”,"「즐거웠어, 유에나 군.」",
「うんっ」,“嗯。”,「응!」,
ユエナはまだしも、先輩までとくにふらつくことなくいつもと同じように、凛と立っている。,先不说由依奈，学姐竟然也没摇摇晃晃，已经和往常一样好好地站了起来。,유에나는 그렇다 쳐도 선배님마저 휘청거리지 않고 담담하게 서 있다.,
「先輩すごい平衡感覚ですね」,“学姐你的平衡感好强啊。”,「선배님. 균형 감각 되게 좋으시네요.」,
「ふふ、まあな。これくらいなんてことない」,“哈哈，算是吧。这种不算啥。”,「후후. 그렇지. 이 정도는 아무것도 아니다.」,
さすがだ。,太厉害了。,역시 대단하다.,
ぼくはまだまだふらふらする感覚を覚えながら、足の裏に意識をしてなんとか床に足を付けている。,我现在还感觉摇摇晃晃晕晕乎乎的。集中意识在脚掌上，才终于把脚接触到了地面。,나는 아직도 흔들거리는 감각을 느끼며 발바닥에 의식을 집중해 어떻게든 자세를 잡는다.,
繋いでたユエナの手を離す。,我放开了牵着的由依奈的手。,잡았던 유에나의 손을 놓는다.,
ようやく立てるようになった。,总算是能站起来了。,겨우 바로 설 수 있게 됐다.,
「地に足をつけるってすごく安心することに気づきました」,“我意识到了双脚沾地是多么的安心。”,「땅에 발을 붙인다는 게 굉장히 맘을 편하게 하네요.」,
「はっはっは、同感だ。我々は重力と共に生きる地球人だということを改めて認識したよ」,“哈～哈～哈，同感。我们是和重力共生的地球人，我再次感受到了这点。”,"「하하하, 동감이야. 우린 중력과 함께 살아가는 지구인이란 걸 다시금 확인했어.」",
「少し休憩しましょう、完全に慣れるのは少し時間がかかりそうです」,“稍微休息一下吧，要完全适应的话感觉还需要点时间。”,「잠깐만 쉴까요. 완전히 익숙해질 때까지 시간이 좀 걸릴 것 같아요.」,
「わたしはもう慣れたがな。ま、少年が休憩というならそうするとしようか」,“我已经适应了。不过，少年要休息的话那就这么办吧。”,"「난 이미 적응했는데 말이다. 뭐, 소년이 쉬자고 하니 그리하도록 할까.」",
「ともき、遅いね」,“智纪，你太慢了。”,"「토모키, 느려.」",
ユエナに煽られた。,由依奈在煽风点火。,유에나가 자극한다.,
「はっはっは、ユエナくんも私や少年、地球に慣れるのは早いものだな」,“哈～哈～哈，由依奈和我还有少年一样，适应地球适应得很快啊。”,"「하하하. 유에나 군도 나와 소년, 지구에 대한 적응력이 좋구나.」",
「なんだか納得いかない」,“感觉有点无法接受。”,「왠지 억울해.」,
今日のユエナは、初めて会った時や昨夜のユエナとは少し変わった気がする。容赦のないところはあまり変わってないけど。,今天的由依奈，感觉和最开始见到的时候以及昨晚都有些不一样。虽然毫不留情这点没变。,오늘의 유에나는 처음 만났을 때나 어젯밤과는 어딘가 다른 느낌이 들었다. 직설적인 부분은 그대로지만.,
慣れたんだろう、ここに、地球に。,看来她是习惯地球这里了吧。,"익숙해진 거겠지. 이곳에, 지구에.",
もしかしたらユエナが初めて地球に来た日がぼくと出会った日なのかもしれない。,说不定由依奈来地球那天就是和我相遇的那天。,어쩌면 유에나가 처음 지구에 온 날이 나와 만난 날일지도 모른다.,
もしそうだったら、運命みたいで嬉しい。,如果真是这样的话，那就有种命运一般的感觉，很是令我高兴。,만약 그렇다면 운명 같은 것이 느껴져서 좋다.,
「そういえば茶菓子がなかったか、今まで用意してなかったことを失念していたよ」,“话说回来这里没有茶点啊，忘了至今为止从来都没准备过。”,「그러고 보니 다과가 다 떨어졌던가. 지금까지 준비해 두지 않았던 걸 깜빡했어.」,
今度買ってこようといって、先輩がぼくを見る。,学姐说着下次买点来，然后看了看我。,"다음에 사 와야겠구나, 그러면서 선배님이 나를 쳐다본다.",
「なんですか？」,“怎么了？”,「왜요?」,
「いいや、なんでもないさ」,“没事，没什么。”,「아무것도 아니야.」,
含みのあるような笑いをして先輩はユエナを向く。,学姐露出了意有所指的笑容然后转向了由依奈。,속셈이 있는 듯 웃으며 선배님은 유에나를 향했다.,
ユエナはきっと飛んでいるほうが楽なのだと思うけど、今は先輩の隣の椅子にちょこんと腰かけている。,虽然我觉得由依奈肯定是飞着比较轻松，不过现在她轻轻地在学姐旁边的椅子上坐下了。,"유에나라면 떠 있는 쪽이 편할 것이라 생각하는데, 지금은 선배님 옆자리 의자에 얌전히 앉아 있다.",
「ユエナくん、ひとつ聞きたいことがある」,“由依奈，我有件事想问一下。”,"「유에나 군, 하나 묻고 싶은 게 있어.」",
「なに、詩乃」,“是什么？诗乃。”,"「뭐야, 우타노.」",
「君は――ここに、地球に何をしにきたのか、教えてほしい」,“你——来这里，到地球是来做什么的？希望你能告诉我。”,"「네가―― 이곳에, 지구에 무엇을 하러 왔는지. 가르쳐줬으면 한다.」",
「あ」,“啊。”,「아.」,
そうだ、ユエナにはきっと何か目的がある。,是啊，由依奈肯定有什么目的。,그렇다. 유에나에게는 분명 어떤 목적이 있을 것이다.,
よくみる宇宙人ものの映画では、地球の侵略か友好関係の構築。たいていそのどちらか。,在常看的外星人相关的电影里，大体上就是两种，侵略地球的以及和地球构建友好关系的。,흔히 보는 외계인 영화로 생각한다면 지구 침략이나 우호 관계 등일 것이다.,
ぼくの頭の中は侵略だった。どうしても宇宙人と聞くと、そう思ってしまう。,我脑海中的印象是侵略。一听到外星人就会这么去想。,내 머릿속에는 침략이 먼저 떠올랐다. 외계인이란 말을 들으면 아무래도 그것부터 생각하게 된다.,
もちろん、友好が良いにこしたことはない。,当然，能友好的话那就最好了。,물론 우호만큼 좋은 것은 없다.,
でも、今ぼくの背中には冷たい汗がゆっくり伝う。腋のあたりがじんわりと熱くなってきて、足に妙な力が入る。,然而，我现在背后冷汗直冒。腋下也感觉越发地热了起来，腿也异常用力地紧绷着。,하지만 지금 내 등에는 식은땀이 천천히 흘렀다. 겨드랑이 주변이 점차 뜨거워지고 다리에 묘하게 힘이 들어간다.,
しん、と部室が静かになって、全ての音が遮断されたように感じる。,活动室内瞬间静了下来，感觉所有的声音都被屏蔽了一样。,실내에 침묵이 가라앉는다. 모든 소리가 끊어진 것처럼 느껴진다.,
「……ん、と」,“……那、个。”,「……그건.」,
ユエナが口を開く。,由依奈张开了口。,유에나가 입을 열었다.,
「言えない」,“我不能说。”,「말 못해.」,
ユエナの口からでたのはその一言のみだった。,由依奈说出来的话只有这一句。,유에나의 입에서 나온 것은 그 한마디뿐이었다.,
しばらく待っても次の言葉はない。,等了一会儿也没有等来第二句话。,한동안 기다려도 다른 말은 없다.,
言えない。,不能说。,말 못해.,
それ以上も以下もない、それだけだ、というユエナの意思がそこに孕む。,不多不少，仅此而已，由依奈的意思包含在了这句话中。,"그 이상도 그 이하도 아닌, 그것뿐이다. 유에나의 의사가 확고하게 전해진다.",
「そうか」,“好吧。”,「그렇군.」,
先輩は腕を組んで、そう呟く。,学姐抱起胳膊嘟囔到。,선배님이 팔짱을 끼고 중얼거린다.,
「それなら仕方がない。ユエナくんが言えない以上、我々が知る由はないのだからな」,“这样的话那就没办法了。既然由依奈不能说，那我们也就无法得知了。”,「그렇다면 어쩔 수 없지. 유에나 군이 말하지 못한다면 우리가 알 길은 없으니까.」,
「そう、ですね」,“是、的呢。”,「그렇죠.」,
「なに、わたしたちが最初に宇宙人に、ユエナくんに出会った人物なのだよ。だからきっと、いつかユエナくんの目的も我々が最初に知ることができるさ」,“没什么，我们是最初见到外星人，见到由依奈的人。所以，有朝一日，我们肯定也是最先能知道由依奈的目的的。”,"「어쨌든 우리가 최초로 외계인과, 유에나 군과 만난 인물이야. 그러니 반드시, 언젠가 유에나 군의 목적도 우리가 가장 먼저 알게 될 테지.」",
そんなものなのかなと、すこし訝しむ。,是这样吗？感觉有些可疑。,"과연 그럴까, 다소 미심쩍었다.",
「そうだ、ユエナくん」,“对了，由依奈。”,"「아, 유에나 군.」",
「なに？」,“怎么了？”,「왜?」,
「UFOはないのか？」,“你没有UFO吗？”,「UFO는 없나?」,
やけにテンションの高い先輩だ。,学姐的兴致还真是高。,참 텐션이 높은 선배님이다.,
「ゆーふぉー？」,“幽浮？”,「유ー포ー?」,
当のユエナは困惑、というよりかは何か分からないみたいだった。,现在由依奈一脸困惑，不对，应该说是看起来一脸没搞懂在说什么。,당사자인 유에나는 무슨 말인지 모르는 듯하다.,
「え、と……ユエナはUFOに乗ってきたんじゃないのって質問なんだけど」,“那、个……学姐想问的是，你是坐UFO来的吗？”,"「어, 그게……. 유에나는 UFO를 타고 온 게 아니냐는 질문인데.」",
「ゆーふぉーって、なに？」,“幽浮是，什么？”,「유ー포ー가 뭐야?」,
「え、えとちょっと待って」,“哎，那个你等一下。”,"「그, 저기, 잠깐 기다려 봐.」",
ぼくはポケットからスマホをとりだして、適当に「UFO　画像」と検索して検索結果をみせる。,我从兜里掏出手机，随便搜了下“UFO 图片”然后把结果拿给由依奈看。,나는 스마트폰을 꺼내 대충 「UFO 영상」을 검색해 결과를 보여줬다.,
「ほら、こういうのがUFO。ぼくたち地球人は、宇宙人が来るとしたらこういう乗り物に乗ってくるってずっと信じてたんだ」,“你看，这种就叫UFO。我们地球人一直觉得外星人要来的话会乘坐这种东西来。”,"「자, 이런 게 UFO. 우리 지구인은 외계인이 온다면 이런 탈것을 타고 올 거라 생각하거든.」",
「嘘っぽいけど、実際にUFOを見た、なんて目撃情報や動画や写真なんてある」,“虽然听起来蛮假的，不过实际上看到UFO的目击情报，视频，照片之类的也是存在的。”,「거짓말처럼 보이지만 실제로 UFO를 봤다는 목격 정보랑 사진도 있어.」,
ぼくは何度かスマホを操作してユエナに見せる。,我又操作了几次手机然后把结果拿给由依奈看。,나는 몇 차례 스마트폰을 조작해 유에나에게 보여주었다.,
ユエナはそれに興味があるようで、ぼくのスマホをひったくって、しげしげと眺めている。,由依奈看起来很有兴趣，一把抢走了我的手机，然后仔细地盯着屏幕。,유에나는 흥미로웠는지 내 스마트폰에 딱 달라붙어 뚫어져라 응시하고 있다.,
「どう？」,“所以？”,「어때?」,
「これに、乗ってるの？」,“坐在这里面？”,"「이거에, 타는 거야?」",
「だとわたしたちは思っている」,“我们是这么认为的。”,「우린 그렇다고 생각하지.」,
「うーん、こんなの知らない」,“唔……没见过这种。”,「음ー 이런 거 몰라.」,
ユエナはあっけらかんと言い放った。,由依奈若无其事地断言到。,유에나가 천연덕스럽게 대꾸했다.,
「宇宙人がUFOを知らないなんて」,“外星人竟然不知道UFO。”,「외계인이 UFO를 모른다니.」,
これで今までとそして恐らくこれからのUFOの目撃情報や写真や動画は全て偽物、もしくは作り物だという事が確定した。,也就是说可以确定迄今为止甚至今后会出现的UFO目击情报，照片，视频全都是假的，或者是做出来的东西。,"이것으로 UFO 목격 정보와 사진, 영상은 모두 거짓 혹은 가짜란 것이 확실해졌다.",
なんたって本物の宇宙人がそう言っているのだからどんな発言よりもユエナが正しい。,毕竟真正的外星人都这么说了，那不管是怎样的说辞肯定都是由依奈更对。,진짜 외계인인 유에나가 이렇게 말하는데 감히 누가 반론할 수 있을까.,
「でも、面白い。んふふっ」,“不过，很有趣。哎嘿嘿。”,"「그래도, 재밌어. 우후후.」",
ユエナはぎこちない手で画面をスクロールしたりして、画像を眺めている。,由依奈不熟练地用手滑动着屏幕，看着图片。,"유에나는 어색한 손짓으로 화면을 스크롤 하는 등, 영상을 시청하고 있다.",
「あっ」,“啊。”,「앗.」,
「どうしたの、ユエナ」,“怎么了，由依奈。”,"「왜 그래, 유에나.」",
「見えなくなった」,“看不到了。”,「안 보이게 됐어.」,
ユエナがスマホの画面をぼくに向ける。,由依奈把手机屏幕转向我这边。,유에나가 스마트폰 화면을 내 쪽으로 돌린다.,
「あ、広告をタップしちゃっただけだね」,“啊，原来只是点到了广告啊。”,"「아, 광고를 눌러서 그런 거야.」",
「ほぅ、えっちな広告かな」,“哦？是色色的广告吗？”,"「호오, 음란한 광고인가.」",
