jp,cn,kr,en
とりあえず潔白を証明。,首先得自证清白。,일단 결백을 증명.,
「こっちを向いてほしい」,“能不能转过来？”,「이쪽을 봐 줘.」,
「えーと、いいんですか？」,“啊这……可以吗？”,「어ー 그래도 되나요?」,
「いいんです」,“可以的。”,「그래도 돼요.」,
「それなら……」,“那就……”,「그렇다면야…….」,
ぼくはユエナに向き直る。,我重新转向由依奈。,나는 유에나 쪽으로 고개를 돌렸다.,
ユエナはこくりと頷いた。,由依奈点了点头。,유에나는 고개를 끄덕였다.,
「なんで、ともきも？」,“为什么，你也那样？”,「어째서 토모키도?」,
なんで、とはなんでぼくも泉に飛び込んだか。ということだろう。,是问为什么我也跳进泉水里吧？,어째서? 어째서 나까지 샘에 뛰어들었나. 그런 뜻이겠지.,
「え、なんでだろう？　やってみたかったからかな」,“呃，为什么呢？就是想试试看吧？”,"「음, 글쎄? 해 보고 싶어서 그랬나.」",
「そう」,“是么。”,「그래.」,
「それにユエナが飛び込んでたし、なんだかぼくもいけるって思ったんだ」,“而且，看你跳进去了，就感觉我也可以跳。”,"「그리고 유에나가 뛰어든 걸 보니, 나도 할 수 있겠다는 생각이 들었어.」",
女の子に先にやらせているみたいで少しかっこ悪いから言うつもりはなかったのに、つい言ってしまう。,这样说像是躲在女孩子后面似的有点丢脸，本来不想说，但还是说出口了。,여자 먼저 시킨 것처럼 느껴질까 봐 말하지 않으려 했는데 무심코 말해 버렸다.,
「ボクが？」,“因为我（boku）跳了？”,「내(僕)가?」,
「ぼく？　あ、ごめんなんでもない」,“嗯？啊，抱歉。”,"「뭐라고? 아, 미안. 아무것도 아니야.」",
女子が「ぼく」を使うことについびっくりしてしまう。,女生用这种自称让我有点惊讶。,여자 입에서 「보쿠(僕)」가 나와 순간 놀라고 말았다.,
おかしなことではないけど、慣れていないからつい指摘するようなことを言ってしまった。,虽然也不是什么奇怪的事，但很少遇到这种情况不禁提了出来。,이상한 건 아니지만 익숙하지 않기 때문에 얼떨결에 지적하듯 말해 버렸다.,
「？　ともきが、ボクって言ってたから。おかしい？」,“嗯？你也是这么说的。奇怪吗？”,"「응? 토모키가, 보쿠라고 말했으니까. 이상해?」",
「ううん、おかしくないよ！」,“不不，不奇怪！”,"「아냐, 안 이상해!」",
首を横に振る。うちのクラスにも、多分ふざけてるだけだろうけど、いつも自分の事を俺と言っている女子もいる。,我摇了摇头。虽然应该是在闹着玩，但我班里好像还有用“老子（ore）”自称的女生。,고개를 젓는다. 우리 반에도 항상 자신을 가리켜 오레(俺)라고 말하는 여자애가 있다. 아마 장난을 치는 거겠지만.,
俺よりぼく、の方が全然いいし、むしろこっちのがいい。,这么自称至少比“老子”强多了。,오레보다는 보쿠가 훨씬 낫다. 아예 보쿠가 좋은 것 같다.,
「ともき以外は、なんて言ってる？」,“其他的人，都怎么说？”,"「토모키 말고는, 뭐라고 말해?」",
「え？　男子は俺とか僕とか。女子だとやっぱり私、とか、うちって言ってたりするよ。私が一番多いけど」,“哎？男生一般都是‘ore’或者‘boku’。女生都是‘watashi’或者‘uchi’吧。大多是用‘watashi’的。”,"「어? 남자는 오레(俺)나 보쿠(僕). 여자는 보통 와타시(私), 아니면 우치(うち)라고도 해. 와타시가 가장 많지만.」",
「あとは自分の名前を言う人とかもいるね」,“另外也有用自己的名字自称的。”,「자기 이름으로 말하는 사람이 있을 수도 있고.」,
「わたし」,“我（watashi）。”,「와타시.」,
「で、でもボクでも全然おかしくない！　お兄ちゃんとかいるとうつるとか聞くし、おかしくはないんじゃないかな」,“不、不过我觉得一点也不奇怪！听说有哥哥的话会被传染什么的，这没什么奇怪的对吧？”,"「그, 그렇긴 한데 보쿠도 전혀 안 이상해! 오빠가 있으면 동화된다고도 하니까, 이상한 건 아니지 않을까.」",
「小学生の時に一人称を色々試してたらぼくになったって人もいるみたいだし」,“也有小学的时候尝试过各种第一人称，最后决定用‘boku’的。”,「초등학생 때 여러 1인칭을 써 보다가 보쿠로 굳어졌다는 사람도 있고.」,
必死におかしくはないことを伝えるがユエナの表情は陰るばかりだった。,虽然我拼命解释并不奇怪，但由依奈的表情依然很阴沉。,필사적으로 변명해 보지만 유에나의 표정은 어둡기 그지없었다.,
「わたし、ユエナ」,“我（watashi），由依奈。”,"「나(私), 유에나.」",
「そ、そうだね」,“对、对的。”,"「그, 그렇지.」",
ぼく、も良かったのに。ちょっと残念だ。,用“boku”也挺好的啊。有点可惜。,보쿠도 괜찮았는데. 조금 아쉽다.,
ひとまずそのことは置いておいて、状況を確認する。,这件事先放到一边，确认下状况。,"일단 이건 이만 넘어가도록 하고, 상황을 확인하자.",
「どうしよう、これ」,“这怎么办呢？”,"「어떡할까, 이거.」",
ユエナもぼくも全身びしょ濡れ。,由依奈和我都全身湿透。,유에나도 나도 온통 젖어버렸다.,
ちょっと雨にうたれた程度ではなくもれなく下着までびしょびしょ。ちょっと絞ったくらいではもちろん乾くはずもない。,并不是像被雨淋那样，连内衣都湿透了。不是拧一拧就能干的。,"잠시 비를 맞은 정도로는 설명 못할, 속옷까지 완전히 젖은 상태. 물기를 좀 짠다고 해서 마를 턱도 없다.",
そろそろ家にも戻らないといけない時間でもある。,时间已经很晚，不回家不行了。,슬슬 집에 돌아가야 할 시간이기도 하다.,
「暑くて水をかぶった、っていう言い訳が通じるかな」,“因为太热所以浇了水，这样解释能管用吗？”,「더워서 물을 뒤집어썼다고 핑계 대면 통하려나.」,
言い訳を考えてみるけどいい案は見つからない。,考虑了半天借口，但没找到合适的。,좋은 생각이 떠오르지 않는다.,
「ともき」,“智纪。”,「토모키.」,
「ん？」,“嗯？”,「응?」,
ユエナがすぐ側まできている。,由依奈走到我旁边。,유에나가 바로 옆까지 다가왔다.,
「離れて、わたしから」,“离我远一点。”,"「떨어져, 나한테서.」",
「え……はい」,“啊……好。”,「어……. 네.」,
反射的に頷いてしまう。,我反射性点了点头。,반사적으로 고개를 끄덕였다.,
やっぱわたしなんだ。,结果还是用“watashi”了啊。,결국 와타시구나.,
軽い後悔と、それに加え女の子から離れてと言われては、これはもはやへこむしかない。,稍有点后悔，而且还被女孩说离远点，太让人消沉了。,"가벼운 후회. 거기다 여자아이한테 떨어지란 소리를 들었으니, 이건 위축되지 않을 수 없다.",
「じゃ、じゃあぼくは帰るね。ユエナも風邪をひかないように」,“那、那我就回去了。你也小心不要感冒。”,"「그, 그럼 난 이만 가 볼게. 유에나도 감기 안 걸리게 조심해.」",
背を向けて歩き出す。,我转身离开。,등을 돌려 걸어간다.,
「ともき、帰らないで」,“智纪，不要回去。”,"「토모키, 가지 마.」",
「あれ、帰ってって意味じゃないの？」,“咦？你不是说让我回去吗？”,「응? 돌아가란 뜻 아니었어?」,
一度向けた背をもとに戻す。,我又转回身来。,돌렸던 등을 다시 되돌린다.,
「もう少し、わたしから離れて」,“再稍微离我远一点。”,"「조금만, 나한테서 떨어져.」",
「わ、分かった」,“好、好的。”,"「아, 알았어.」",
言われるがままユエナから距離をとる。心なしか「わたし」という言葉が強い気がする。,我照她说的拉开距离。隐约感觉她在强调“watashi”这个自称。,그 말에 따라 유에나에게서 거리를 둔다. 기분 탓인지 「와타시」라는 말에서 강한 느낌이 든다.,
気のせいだと思いたい。,希望是我的错觉。,기분 탓이길 바란다.,
「ここでいい？」,“到这里可以吗？”,「여기면 돼?」,
ゆっくり下がっていって、ユエナがこくんと頷くまでさがった。,我慢慢后退，直到由依奈点头。,유에나가 고개를 끄덕일 때까지 뒤로 천천히 물러난다.,
「なんだろう」,“要做什么？”,「무슨 생각이지.」,
ぼくはユエナを見守る。,我看着由依奈。,나는 유에나를 지켜보았다.,
ユエナは目をつぶる。,由依奈闭上了眼睛。,유에나가 눈을 감는다.,
リボンの先、スカートの裾、髪の毛先からぽたぽたと水滴が垂れている。,领带前端、裙子下摆还有发梢都在滴着水。,"리본 끄트머리, 스커트 자락, 머리카락 끝에서 똑똑 물방울이 떨어진다.",
「――っ」,“——”,「――」,
ユエナが小さく声をあげた。,由依奈小声说了什么。,유에나가 작은 소리를 흘린다.,
温かい風が頬をなでると同時に、,一阵温热的风吹到我脸上的同时——,따스한 바람이 볼을 스침과 동시에,
「うわ！」,“哇啊！”,「우와!」,
水滴が水鉄砲のように飛んできて思わず顔を覆う。,水滴像水枪一样飞过来让我不禁捂住脸。,물방울이 물총처럼 날아와 나도 모르게 얼굴을 덮어 가렸다.,
顔と、かばった腕に水滴が当たるのがわかる。,水滴打在脸上和挡着脸的胳膊上。,얼굴과 팔에 물방울 튀는 것이 느껴진다.,
「な、なにこれ！？」,“怎、怎么回事？！”,"「이, 이게 뭐야?!」",
小さな小さな水滴がいくつも当たる。,小小的水滴不断飞过来。,작디작은 물방울이 여러 차례 날아든다.,
しばらくして水滴の量も減り、もう大丈夫かと腕をさげる。,过了一会儿开始减少，感觉没事了以后我放下手。,"점점 물방울 양은 줄어들어, 이제 괜찮겠지 하며 팔을 내린다.",
「え……」,“哎……？”,「아…….」,
思わず息をのむ。,我不由得屏住呼吸。,숨을 집어삼켰다.,
ユエナの周りを風が纏っていると思った。,仿佛有风缠绕在由依奈的周围。,바람이 유에나를 감싸고 있는 듯했다.,
水分の一つもかんじさせないスカートがひらひらとはためている。,感觉一点水都没有的裙子在翻飞。,하늘하늘한 치마에서는 조금의 수분도 느껴지지 않는다.,
髪も宙に浮くようになびいていて、やがて重力でふんわりと落ちる。,头发也像是浮在空中一样飘动着，最终随着重力轻轻落下。,공중에 떠올라 나부끼던 머리카락이 중력에 이끌려 천천히 떨어진다.,
身体にはりついていた制服も乾いてるようで、きっと――下着も乾いていた。,贴在身上的校服好像也干了，想必——内衣也干了吧。,몸에 걸친 교복까지 모두 마른 듯하다. 아마―― 속옷도 말랐을 것이다.,
「なに、これ」,“什么情况？”,「이게 대체 무슨…….」,
驚きと恐怖と興奮が同時にやってくる。,惊讶、恐惧、兴奋同时袭来。,놀라움과 공포와 흥분이 동시에 찾아온다.,
「ともき」,“智纪。”,「토모키.」,
名前を呼ばれる。,由依奈叫着我的名字。,이름을 부른다.,
「な、なに？」,“什、什么事？”,"「엇, 왜?」",
「服」,“衣服。”,「옷.」,
ユエナはそれだけ言う。,她只说了这一个词。,유에나는 그 한마디뿐이었다.,
褒めてほしいのかなと思った。,是不是想让我夸她？,칭찬받고 싶은 것일까.,
「す、すごいよユエナ！　本当に乾いたの？　これって何かのマジックだったりするのかな」,“好、好厉害呀，由依奈！真的干了嘛？这是什么魔术吗？”,"「괴, 굉장하네, 유에나! 정말로 마른 거야? 무슨 마법을 부린 거야.」",
「ん？」,“嗯？”,「응?」,
どうやら違ったらしい。,看来我搞错了。,마법은 아닌 모양이다.,
「ともきの服、貸して？」,“你的衣服，借给我？”,"「토모키 옷, 빌려줘.」",
「ぼ、ぼくの服！？」,“我、我的衣服？！”,"「내, 내 옷!?」",
「うん」,“嗯。”,「응.」,
ユエナが手を伸ばす。,由依奈伸过手来。,유에나가 손을 내민다.,
「ともき」,“智纪。”,「토모키.」,
「わ、わかった！　わかったから！」,“知、知道了！我知道啦！”,"「아, 알겠어! 알겠으니까!」",
どうもユエナに名前を呼ばれるとぼくは弱いらしい。,看来我一被由依奈叫名字就会撑不住。,나는 아무래도 이름을 부르면 약해지는 것 같다.,
いや、ユエナだからそうというわけでもなくて……。,不对，也不是因为由依奈叫我才这样……,"아니, 유에나라서 그런 것도 아니지만…….",
あれこれ考えながらぼくはTシャツを脱いでユエナに渡す。とりあえず従っておいたほうがいいという動物的な勘ってやつだ。,我一边胡思乱想着一边脱下T恤递给由依奈。动物的直觉让我觉得现在还是听她的比较好。,이래저래 생각하던 나는 티셔츠를 벗어 유에나에게 건넸다. 동물적인 감각으로 판단하건대 일단 시키는 대로 따르는 게 좋을 듯하다.,
「そっちも」,“那边也要。”,「그쪽도.」,
「う、上だけでいいよ！」,“上、上衣就够了！”,"「우, 위에 것만 해도 돼!」",
「ともき、はやく」,“智纪，快点。”,"「토모키, 얼른.」",
「はい！」,“是！”,「예!」,
我ながら良い返事だ。ぼくは泣きそうになりながらズボンを脱いでパンツ一丁になる。,我自己都觉得自己回答得不错。我脱下裤子只剩一条内裤，都快哭出来了。,내가 생각해도 우렁찬 대답이다. 나는 반쯤 울면서 바지를 벗어 팬티 한 장만 남겼다.,
夜、女の子に服を脱がされるってどういう状況なんだろう。いや、考えてはいけない。考えたら絶対ダメな気がする。,大晚上被女孩脱衣服是个什么情况啊？不行，不能去想。绝对不能去想。,"밤에 여자 앞에서 옷을 벗고 있다니, 이게 대체 무슨 상황일까. 아니, 생각해선 안 된다. 절대 생각하면 안 될 것 같아.",
「もし誰かにみられたら死ぬ」,“要是被人看到会死的。”,「혹시 누가 보면 죽을 거야.」,
脱いだズボンをユエナに渡す。そして三度ユエナが指を差そうとして、,我把脱下的裤子递给由依奈。随后由依奈第三次指了过来——,벗은 바지를 유에나에게 내민다. 기어코 유에나가 세 번째 손가락질을 하려고 하자,
「これは本当にいいから！」,“这个真的不用了！”,「이건 진짜로 괜찮아!」,
死守。,死守。,사수하라.,
「とも……」,“智……”,「토모…….」,
「いい！　いい！　いい！」,“不用！不用！不用！”,「됐어! 됐어! 됐어!」,
全力で死守。,全力死守。,죽을 각오로 사수하라.,
「……ふふっ」,“……呵呵。”,「……후후.」,
ユエナは笑って、ぼくのパンツまでは取らず濡れたシャツとズボンを抱えた。,由依奈笑了，没有再要我的内裤，抱着我湿透的衣服裤子。,"유에나는 웃으며, 팬티까지는 벗기지 않고 젖은 셔츠와 바지를 품에 안았다.",
「あのーユエナさ……ユエナ？　それどうするつもり？」,“那个……由依奈小……由依奈？你要做什么？”,「저기ー 유에나? 그걸 어떡하려고?」,
ユエナはぼくの言葉を無視して、,由依奈没有理会我，,유에나는 내 말을 무시하며,
――自分の服に手をかけた。,——把手伸向自己的衣服。,――자신의 옷에 손을 얹었다.,
「おわぁっ！」,“啊哇！”,「아아앗!」,
「ん？」,“嗯？”,「응?」,
ユエナは制服を半分脱ぎかけたところで手をとめてこちらを向く。,由依奈校服脱到一半停下来看着我。,유에나는 교복을 반쯤 풀어 헤친 상태로 잠시 멈추어 나를 바라보았다.,
「な、なんで脱いだの！？」,“为、为什么要脱啊？！”,"「왜, 왜 벗는 거야!?」",
「これを着るから」,“为了穿这个。”,「이걸 입으려고.」,
そういってぼくの服を軽く持ち上げる。,她拿起我的衣服。,그러면서 내 옷을 가볍게 들어 보인다.,
「そ、そうですか」,“这、这样啊。”,"「그, 그러시군요.」",
「？ そうです」,“嗯？是这样的。”,「? 그렇습니다.」,
「いや、そうです。じゃなくて……」,“不对，不应该是这样……”,「아니. 그렇습니다 할 게 아니라…….」,
もうよくわからない。そして堂々と女の子の着換えを覗く度胸はないので後ろを向く。,我已经搞不懂了。而且因为没有大大方方偷看女生换衣服的胆量所以转过身去。,이젠 모르겠다. 나는 당당하게 훔쳐볼 배짱도 없으니 뒤로 돌았다.,
「んっ」,“嗯。”,「으응.」,
妙に艶めかしい声が漏れている。,略带色气的声音传过来。,묘하게 요염한 목소리가 들려온다.,
衣擦れの音もぼくの耳をさわさわと撫でる。,衣服摩擦的搔动着我的耳朵。,옷 스치는 소리도 내 귓가를 살근살근 간질인다.,
ぼくは両手で耳を覆って音を遮断して目を瞑った。,我用双手捂住耳朵闭上眼睛。,나는 두 손으로 귀를 감싸 소리를 차단하고 눈을 감았다.,
しばらく待って、もういいかなとまず目を開きかけたところで,过了一会儿，我觉得应该差不多了打算睁开眼睛——,잠시 기다렸다가 적당한 때에 맞추어 눈을 뜨려던 순간,
「うわあ！」,“呜哇！”,「으악!」,
肩をつつかれて飛び上がるほど驚いてしまった。,肩膀被戳了一下让我吓了一大跳。,유에나가 어깨를 찌른 탓에 펄쩍 뛸 정도로 놀랐다.,
「ご、ごめん」,“抱、抱歉。”,"「미, 미안.」",
謝りながら振り向く。,我一边道歉一边转过身去。,사과하면서 돌아본다.,
目の前にぼくのTシャツとズボンを着て立つユエナがいる。,眼前事穿着T恤和长裤的由依奈。,눈앞에 내 티셔츠와 바지를 입은 유에나가 서 있다.,
水分を吸ったびしょびしょの服。ぼくの服。ぼくがさっきまで着ていた服。,湿透的衣服。我的衣服。刚才我还穿着的衣服。,수분을 머금어 질척거리는 옷. 내 옷. 내가 조금 전까지 입었던 옷.,
……妙な魅力があり、男子中学生らしい興奮がせりあがってくる。,……有种神奇的魅力，很符合初中男生的兴奋感油然而生。,……묘한 매력이 느껴진다. 남자 중학생다운 흥분이 끓어올랐다.,
「き、着たんだ」,“你、你穿上了。”,"「이, 입었구나.」",
目の前の光景を未だ信じられない。,眼前的情景令人难以置信。,아직 눈앞에 펼쳐진 광경이 믿기지 않는다.,
「うん」,“嗯。”,「응.」,
ユエナが手にもつものを差し出す。,由依奈吧手上的东西递过来。,유에나가 들고 있는 것을 내민다.,
「はい、これ」,“这个，给你。”,"「자, 이거.」",
手渡してきたのは――制服だった。,她递过来的是——校服。,그것은―― 교복이었다.,
うちの中学の制服。夕焼け色のリボンのついたセーラー服と紺色のスカート。,我们学校的校服。带着黄昏色领带的水手服和深蓝色的裙子。,우리 중학교 교복. 노을빛 리본이 달린 세라복과 남색 스커트.,
そしてユエナが着ていた制服。,是由依奈刚才穿着的衣服。,유에나가 입고 있던 바로 그 교복.,
「う、うん持っておくよ」,“哦，好，我帮你拿着。”,"「으, 응. 갖고 있을게.」",
ぼくは制服を受け取る。躊躇はしない。そういう感覚は今は麻痺している。,我接过了校服。没有犹豫。那种感官已经麻痹了。,나는 교복을 건네받았다. 주저하지 않았다. 지금 그런 감각은 느끼기 어려웠다.,
預かった制服は温かった。そしてちゃんと乾いている。,接过来的校服上还留有温度。而且确实干了。,손 안에 들어온 교복은 따뜻했다. 그리고 잘 마른 상태였다.,
「ともきは、着ないの？」,“智纪，不穿吗？”,"「토모키는, 안 입어?」",
「な、何を？」,“穿、穿什么？”,"「뭐, 뭐를?」",
「……」,“……”,「…….」,
ユエナはゆっくりぼくがもつ制服を指さした。,由依奈慢慢伸出手指指着校服。,유에나는 천천히 내가 든 교복을 가리켰다.,
「え……と、これは女子の制服なんだけど」,“呃……这个，是女生的校服啊。”,"「어……. 그, 이건 여자 교복인데.」",
「女子の」,“女生的。”,「여자.」,
ユエナが復唱する。,由依奈复述了一遍。,유에나가 따라 말한다.,
「それにユエナだって自分の制服をぼくなんかが着たら嫌でしょう？」,“而且你也不想我穿你的校服吧？”,「유에나도 네 교복을 내가 입으면 싫을 거 아니야?」,
「どうして？」,“为什么？”,「왜?」,
「どうしてって、普通はそうだと思うけど」,“什么为什么，一般都是这样吧？”,「왜라니. 보통 그렇지 않나?」,
「わたしは、そうじゃない」,“我不是这样。”,"「나는, 그렇지 않아.」",
「ともきと、わたしは違う」,“你和我不一样。”,"「토모키와, 나는 달라.」",
ユエナがもう一度制服を指さす。,她又指了一下校服。,유에나가 다시 교복을 가리켰다.,
「ともき」,“智纪。”,「토모키.」,
「はい」,“我在。”,「네.」,
「着て」,“穿上。”,「입어.」,
それは命令だった。,由依奈命令着我。,그것은 명령이었다.,
「まじですか」,“真的假的啊？”,「진심이신가요.」,
腕にもつ制服を眺める。女子の制服なんて着れないという気持ちとこれを逃せば一生着る機会はないという気持ちが交錯する。,我看着手上的校服。不能穿女生校服的想法和错过这次可能一辈子都没机会了的想法在交战。,품에 안은 교복을 바라본다. 여자 교복을 어떻게 입냐 하는 마음과 이걸 놓치면 평생 입을 기회가 없다는 마음이 교차한다.,
ちらっとユエナをみるとその吸い込まれそうな瞳でじっと見られていた。,我瞥了一眼由依奈，她正用能把人吸进去一般的眼睛盯着我。,"유에나를 힐끔 쳐다보니, 그 매력적인 눈동자로 빤히 지켜보고 있다.",
どうやら断れる雰囲気ではないらしい。,感觉这气氛完全没法拒绝。,아무래도 거절할 수 있는 분위기가 아니다.,
「文句は言わないでね。気持ち悪がらないでね」,“可别抱怨啊？别觉得恶心啊？”,「불만 갖지 마. 이상하게 보지도 말아 줘.」,
「わたし、大丈夫」,“我没关系的。”,"「나, 괜찮아.」",
本当だろうか。不安なままぼくは制服に頭からつっこんで、袖に腕を通す。,真的吗？我怀着不安把校服套过头顶，胳膊伸进袖子里。,"정말일까. 나는 불안한 마음으로 교복을 머리부터 넣고, 소매에 팔을 넣었다.",
少しきついけどなんとか着ることはできた。,稍微有点紧，但还是穿上了。,조금 작지만 어떻게든 입을 수 있었다.,
これが女の子の匂いなのだろうか。あまり嗅いだことのない不思議な香りがする。,这就是女孩子的味道吗？有一种从没问过的香味。,이게 여자아이의 향기인가. 얼마 맡아본 적 없는 신기한 향기가 난다.,
「こっから、だよね……」,“再就是，这边了……”,"「이게, 문제지…….」",
問題はスカート。履いたら男としての尊厳とかなくなってしまいそうな気がする。,问题在于裙子。感觉穿上以后男人的尊严就会消失不见。,문제는 스커트. 입으면 남자로서 존엄 같은 게 사라질 것만 같다.,
「……」,“……”,「…….」,
じっとみられている。,由依奈紧紧盯着我。,뚫어져라 쳐다본다.,
(もういいや！　知らない！),（行了！我不管了！）,(이제 됐어! 난 몰라!),
心の中で叫んでスカートを履いた。スカートベルトを適当に巻いて完成。終わり！,我心中的哀嚎着穿上裙子。然后把裙腰带随便一卷。完事！,맘속으로 소리치며 치마를 입는다. 스커트 벨트를 적당히 두르면 완성. 끝!,
「うんっ」,“嗯。”,「응!」,
どこか上機嫌なユエナの顔をみて、ぼくは間違っていないと誰かに向かって訴える。,由依奈看起来心情很好的样子，不知该向谁倾诉，我没有搞错。,"어쩐지 유에나는 기분이 상쾌해 보였다. 나는 잘못이 없다고, 누군가를 향해 호소한다.",
「いくよ」,“我开始了。”,「시작할게.」,
ユエナがぼくから距離をとる。,由依奈和我拉开距离。,유에나가 나에게서 거리를 둔다.,
ぼくの服はびしょびしょのままだ。,我的衣服还是湿湿的。,내 옷은 여전히 젖은 그대로이다.,
ユエナが目を閉じる。,她闭上眼睛。,유에나가 눈을 감는다.,
ユエナの髪がふわふわと浮きはじめる。,头发开始慢慢飘起。,유에나의 머리카락이 천천히 떠오르기 시작했다.,
先ほどと同じように温かい風が頬を撫で、,跟刚才一样的暖风拂过我的脸颊。,아까와 같이 따뜻한 바람이 볼을 스치고,
「っ！」,“啊！”,「윽!」,
水滴が弾丸のようにいくつもとんできた。,像子弹一样的水滴飞过来。,물방울이 총알처럼 수차례 날아온다.,
ぼくは片方の腕で顔を、もう片方でなんとなくスカートをおさえる。,我用一只胳膊遮住脸，另一只手压住裙子。,"나는 한쪽 손으로 얼굴을, 남은 손으로는 자연스레 스커트를 붙잡았다.",
ほどなくして水滴は飛んでこなくなり、温かい風も通り抜けていく。,过了一会儿不再有水滴飞过来，暖风也停下了。,얼마 지나자 물방울은 날아오지 않았고 따뜻한 바람도 모두 빠져나갔다.,
「……ふぅ」,“……呼。”,「……후우.」,
ユエナは小さく息を吐いてまたこちらへ向かってくる。,由依奈轻轻舒了口气，又转向我。,유에나는 작게 숨을 토하고 다시 이쪽으로 다가왔다.,
ユエナが着るぼくの服は――やっぱり乾いているようにみえた。,果然，穿在她身上的我的衣服看起来已经干了。,유에나가 입은 내 옷은―― 역시 마른 것처럼 보인다.,
「す、すごいね」,“好、好厉害。”,"「대, 대단하다.」",
ユエナが一体何をしていたかより、今の自分の格好とユエナが自分の服を着ているという現実に思考回路が奪われている。,比起由依奈做了什么，我现在的打扮和她正穿着我的衣服这一现实占据着我的思考回路。,"유에나가 대체 어떻게 했는지보다는, 지금 내 차림과 유에나가 내 옷을 입고 있다는 현실에 온 정신을 빼앗겼다.",
「よかった」,“太好了”,「다행이다.」,
ごそごそと、乾いたらしいぼくの服に手をかけ、また半分ほど脱いだところで,由依奈又开始脱干了的衣服——,"부스럭부스럭, 마른 옷에 손을 얹어 다시 반쯤 벗기 시작했다.",
「ああ！　ストップストップ！」,“啊啊！停停停！”,"「아악! 멈춰, 멈춰!」",
「？」,“嗯？”,「?」,
ユエナはきょとんと首を傾げ、,由依奈不解地歪着头，,"유에나는 고개를 갸웃했고,",
ぼくは慌てて後ろを向いた。,我慌张地背过身去。,나는 황급히 뒤로 돌았다.,
「それじゃ、また。服乾かしてくれてありがとう」,“再见了。谢谢你帮我弄干衣服。”,「그럼 다음에 보자. 옷 말려줘서 고마워.」,
パンツはびしょびしょのままだけど。むしろこっちのほうが問題ではないかと思えてきたけど仕方ない。,虽然内裤还是湿的。不禁觉得这好像才是问题的重点。,팬티는 여전히 젖은 상태지만. 오히려 이게 더 문제 아닌가 싶어도 어쩔 수 없다.,
パンツで泉に飛び込んだということにしておこう。,就当是我只穿着内裤跳进泉水里的吧。,속옷 차림으로 샘에 뛰어들었다고 치자.,
「うん」,“嗯。”,「응.」,
こくんとユエナが頷く。,由依奈点了点头。,유에나가 고개를 끄덕인다.,
ぼくはユエナに背を向けたところで、,我转身准备离开——,"나는 유에나에게 등을 돌렸다. 그때,",
「ともき」,“智纪。”,「토모키.」,
「え、なに？」,“哎？怎么了？”,"「어, 왜?」",
帰ろうとしたところを呼び止められた。,我正要回去的时候被她叫住了。,유에나가 돌아가려던 나를 불러 세웠다.,
「明日は」,“明天……”,「내일은.」,
「え、明日？」,“哎？明天？”,"「어, 내일?」",
「明日」,“明天。”,「내일.」,
またここに来いということだろうか。,让我明天再来这里吗？,다시 여기로 오라는 뜻일까.,
「一応空いてるけど」,“倒是有空。”,「약속은 없는데.」,
「ともき」,“智纪。”,「토모키.」,
ユエナは名前を呼んで微妙に顔をほころばせ、また無表情に戻る。,由依奈露出有些微妙的表情叫着我的名字，随后又变回面无表情的样子。,"유에나는 이름을 부르며 묘한 미소를 지었다가, 다시 무표정으로 돌아왔다.",
「ボクに遠花火、教えてほしい」,“我想让你，给我讲空焰火。”,"「나한테 별꽃을, 가르쳐 줘.」",
まっすぐユエナに見つめられる。,由依奈直直地看着我。,유에나가 나를 똑바로 바라본다.,
「え、遠花火？」,“哎？空焰火？”,「별꽃?」,
「うん」,“嗯。”,「응.」,
ユエナはゆっくりと、けれどしっかりと頷いて遠くの空を眺める。,由依奈慢慢地、认真地点了点头，随后眺望着天空。,"유에나는 천천히, 하지만 확실하게 끄덕이며 먼 하늘을 바라보았다.",
そんなユエナに見惚れて、ユエナが見つめる同じ空の先を見つめる。,我看的有些入迷，也随着她一起仰望天空。,"그런 유에나에게 눈길을 빼앗겨, 유에나가 바라보는 같은 하늘의 끝을 올려다본다.",
そういえば、誰かと同じ空を見るのは久しぶりかもしれない。,说起来，我好像很久没有和别人一起仰望同一片天空了。,그러고 보니 누군가와 같은 하늘을 보는 건 오랜만일지도 모른다.,
「わかった。明日、遠花火について教えるよ。今日と同じくらいの時間でいい？」,“好吧。明天我给你讲空焰火。跟今天差不多时间可以吗？”,"「알겠어. 내일, 별꽃에 대해 가르쳐 줄게. 오늘이랑 비슷한 시간이면 돼?」",
「うん」,“嗯。”,「응.」,
ユエナはまたしっかりと頷いた。,由依奈又点了点头。,유에나는 재차 야무지게 끄덕였다.,
「見れるといいんだけどね、遠花火」,“希望可以看到空焰火啊。”,「별꽃이 보인다면 좋을 텐데.」,
「……」,“……”,「…….」,
ユエナはただ黙って空を見ている。,由依奈只是沉默着仰望天空。,유에나는 그저 묵묵히 하늘을 보고 있다.,
その横顔に、ぼくは昔を思い出して、少しだけ、少しだけ、嬉しくなる。,她的侧脸，让我回想起从前，有一点，稍有一点点开心。,"그 옆얼굴을 보는 나는 옛날 일이 떠올라 조금, 아주 조금, 기뻤다.",
けれどそれと同時に別の感情もやってきて、ぼくはそれを追い払うように、,但同时也有另一重感情涌上了，我连忙将它赶走。,하지만 그와 동시에 다른 감정도 찾아왔다. 나는 그것을 물리치듯이,
「それじゃ、ぼくは帰るよ」,“那我回去了。”,「그럼 난 이만 갈게.」,
ユエナに背を向け歩き出す。,我转身准备离开。,유에나에게 등을 돌려 걸어간다.,
